PAT,pat,RED,red,IR,ir,TEMP,temp,env,real_imp,img_imp,REAL_IMP,IMG_IMP
,28452,,17903,,23728,,,,,,,
,28439,,17898,,23717,,,,,,,
,28439,,17912,,23726,,,,,,,
,28449,,17908,,23713,,,,,,,
,28437,,17903,,23721,,,,,,,
,28436,,17898,,23723,,,,,,,
,28439,,17901,,23716,,,,,,,
,28436,,17895,,23717,,,,,,,
,28436,,17900,,23712,,,,,,,
,28441,,17908,,23725,,,,,,,
,28427,,17899,,23722,,,,,,,
,28432,,17895,,23718,,,,,,,
,28432,,17893,,23722,,,,,,,
,28423,,17891,,23724,,,,,,,
,28423,,17891,,23730,,,,,,,
,28426,,17912,,23729,,,,,,,
,28420,,17891,,23735,,,,,,,
,28431,,17891,,23734,,,,,,,
,28418,,17893,,23722,,,,,,,
,28409,,17883,,23727,,,,,,,
,28409,,17883,,23725,,,,,,,
,28402,,17912,,23726,,,,,,,
,28389,,17886,,23736,,,,,,,
,28403,,17895,,23733,,,,,,,
,28393,,17894,,23730,,,,,,,
,28394,,17887,,23728,,,,,,,
,28394,,17895,,23717,,,,,,,
,28381,,17883,,23729,,,,,,,
,28390,,17892,,23729,,,,,,,
,28390,,17890,,23729,,,,,,,
,28390,,17890,,23730,,,,,,,
,28377,,17890,,23738,,,,,,,
,28377,,17891,,23724,,,,,,,
,28376,,17890,,23737,,,,,,,
,28366,,17892,,23748,,,,,,,
,28375,,17892,,23741,,,,,,,
,28375,,17900,,23742,,,,,,,
,28371,,17887,,23742,,,,,,,
,28371,,17883,,23727,,,,,,,
,28365,,17881,,23749,,,,,,,
,28373,,17887,,23744,,,,,,,
,28367,,17888,,23743,,,,,,,
,28361,,17889,,23743,,,,,,,
,28352,,17890,,23755,,,,,,,
,28352,,17887,,23728,,,,,,,
,28351,,17892,,23756,,,,,,,
,28343,,17889,,23744,,,,,,,
,28352,,17894,,23760,,,,,,,
,28343,,17887,,23753,,,,,,,
,28345,,17886,,23757,,,,,,,
,28345,,17890,,23738,,,,,,,
,28344,,17882,,23754,,,,,,,
,28349,,17895,,23759,,,,,,,
,28346,,17893,,23760,,,,,,,
,28346,,17891,,23767,,,,,,,
,28343,,17896,,23764,,,,,,,
,28343,,17887,,23742,,,,,,,
,28345,,17888,,23773,,,,,,,
,28344,,17890,,23763,,,,,,,
,28348,,17894,,23769,,,,,,,
,28348,,17889,,23779,,,,,,,
,28331,,17892,,23782,,,,,,,
,28331,,17890,,23755,,,,,,,
,28337,,17893,,23774,,,,,,,
,28333,,17891,,23783,,,,,,,
,28337,,17895,,23779,,,,,,,
,28334,,17888,,23775,,,,,,,
,28333,,17887,,23785,,,,,,,
,28333,,17886,,23757,,,,,,,
,28332,,17893,,23782,,,,,,,
,28326,,17890,,23778,,,,,,,
,28328,,17885,,23770,,,,,,,
,28330,,17886,,23768,,,,,,,
,28351,,17865,,23745,,,,,,,
,28351,,17896,,23764,,,,,,,
,28363,,17868,,23734,,,,,,,
,28398,,17864,,23728,,,,,,,
,28423,,17866,,23714,,,,,,,
,28436,,17857,,23713,,,,,,,
,28440,,17858,,23697,,,,,,,
,28440,,17892,,23782,,,,,,,
,28446,,17858,,23692,,,,,,,
,28441,,17858,,23687,,,,,,,
,28441,,17862,,23697,,,,,,,
,28441,,17865,,23693,,,,,,,
,28440,,17855,,23694,,,,,,,
,28440,,17887,,23785,,,,,,,
,28434,,17860,,23697,,,,,,,
,28440,,17856,,23693,,,,,,,
,28445,,17856,,23697,,,,,,,
,28442,,17855,,23695,,,,,,,
,28445,,17848,,23688,,,,,,,
,28445,,17865,,23745,,,,,,,
,28437,,17855,,23692,,,,,,,
,28434,,17848,,23695,,,,,,,
,28431,,17854,,23698,,,,,,,
,28426,,17843,,23699,,,,,,,
,28426,,17851,,23699,,,,,,,
,28426,,17858,,23697,,,,,,,
,28431,,17846,,23695,,,,,,,
,28428,,17847,,23712,,,,,,,
,28413,,17853,,23703,,,,,,,
,28408,,17854,,23708,,,,,,,
,28406,,17851,,23702,,,,,,,
,28406,,17855,,23694,,,,,,,
,28407,,17850,,23707,,,,,,,
,28408,,17841,,23689,,,,,,,
,28433,,17841,,23709,,,,,,,
,28431,,17834,,23700,,,,,,,
,28431,,17845,,23706,,,,,,,
,28431,,17848,,23688,,,,,,,
,28432,,17848,,23688,,,,,,,
,28432,,17843,,23699,,,,,,,
,28436,,17836,,23698,,,,,,,
,28425,,17838,,23693,,,,,,,
,28416,,17834,,23705,,,,,,,
,28416,,17843,,23703,,,,,,,
,28428,,17851,,23699,,,,,,,
,28411,,17835,,23691,,,,,,,
,28400,,17831,,23680,,,,,,,
,28396,,17831,,23691,,,,,,,
,28391,,17836,,23687,,,,,,,
,28391,,17835,,23696,,,,,,,
,28380,,17851,,23702,,,,,,,
,28378,,17824,,23699,,,,,,,
,28374,,17837,,23694,,,,,,,
,28376,,17831,,23699,,,,,,,
,28369,,17826,,23702,,,,,,,
,28369,,17835,,23700,,,,,,,
,28363,,17845,,23706,,,,,,,
,28365,,17827,,23706,,,,,,,
,28364,,17831,,23707,,,,,,,
,28352,,17829,,23703,,,,,,,
,28353,,17833,,23710,,,,,,,
,28353,,17828,,23713,,,,,,,
,28349,,17843,,23703,,,,,,,
,28350,,17819,,23698,,,,,,,
,28350,,17824,,23701,,,,,,,
,28345,,17828,,23707,,,,,,,
,28339,,17834,,23709,,,,,,,
,28339,,17826,,23708,,,,,,,
,28345,,17835,,23696,,,,,,,
,28344,,17832,,23713,,,,,,,
,28347,,17834,,23728,,,,,,,
,28343,,17834,,23719,,,,,,,
,28339,,17834,,23718,,,,,,,
,28339,,17837,,23717,,,,,,,
,28335,,17835,,23700,,,,,,,
,28337,,17838,,23727,,,,,,,
,28334,,17828,,23732,,,,,,,
,28337,,17831,,23715,,,,,,,
,28328,,17826,,23722,,,,,,,
,28328,,17833,,23710,,,,,,,
,28326,,17833,,23727,,,,,,,
,28321,,17829,,23727,,,,,,,
,28329,,17832,,23723,,,,,,,
,28324,,17833,,23728,,,,,,,
,28308,,17832,,23721,,,,,,,
,28308,,17834,,23709,,,,,,,
,28315,,17826,,23737,,,,,,,
,28322,,17829,,23736,,,,,,,
,28318,,17836,,23728,,,,,,,
,28312,,17827,,23729,,,,,,,
,28301,,17823,,23721,,,,,,,
,28301,,17834,,23718,,,,,,,
,28302,,17832,,23725,,,,,,,
,28295,,17822,,23723,,,,,,,
,28306,,17817,,23722,,,,,,,
,28308,,17817,,23711,,,,,,,
,28322,,17807,,23688,,,,,,,
,28322,,17826,,23722,,,,,,,
,28350,,17801,,23677,,,,,,,
,28371,,17800,,23671,,,,,,,
,28404,,17793,,23655,,,,,,,
,28418,,17794,,23628,,,,,,,
,28429,,17785,,23626,,,,,,,
,28429,,17832,,23721,,,,,,,
,28426,,17788,,23620,,,,,,,
,28411,,17789,,23615,,,,,,,
,28420,,17778,,23617,,,,,,,
,28419,,17786,,23625,,,,,,,
,28415,,17785,,23619,,,,,,,
,28415,,17823,,23721,,,,,,,
,28411,,17789,,23627,,,,,,,
,28408,,17785,,23616,,,,,,,
,28407,,17786,,23623,,,,,,,
,28406,,17780,,23622,,,,,,,
,28392,,17781,,23620,,,,,,,
,28392,,17807,,23688,,,,,,,
,28391,,17791,,23625,,,,,,,
,28387,,17786,,23616,,,,,,,
,28394,,17785,,23624,,,,,,,
,28393,,17774,,23623,,,,,,,
,28373,,17775,,23621,,,,,,,
,28373,,17785,,23626,,,,,,,
,28377,,17783,,23627,,,,,,,
,28373,,17774,,23632,,,,,,,
,28373,,17776,,23631,,,,,,,
,28362,,17780,,23626,,,,,,,
,28350,,17781,,23634,,,,,,,
,28350,,17785,,23619,,,,,,,
,28352,,17776,,23636,,,,,,,
,28350,,17775,,23626,,,,,,,
,28370,,17774,,23635,,,,,,,
,28364,,17768,,23624,,,,,,,
,28373,,17763,,23630,,,,,,,
,28373,,17781,,23620,,,,,,,
,28373,,17771,,23630,,,,,,,
,28379,,17773,,23630,,,,,,,
,28375,,17774,,23634,,,,,,,
,28382,,17768,,23635,,,,,,,
,28385,,17770,,23624,,,,,,,
,28385,,17775,,23621,,,,,,,
,28387,,17771,,23629,,,,,,,
,28388,,17763,,23628,,,,,,,
,28393,,17768,,23629,,,,,,,
,28390,,17758,,23636,,,,,,,
,28386,,17761,,23628,,,,,,,
,28386,,17781,,23634,,,,,,,
,28380,,17761,,23616,,,,,,,
,28378,,17763,,23631,,,,,,,
,28382,,17758,,23625,,,,,,,
,28377,,17764,,23624,,,,,,,
,28370,,17775,,23637,,,,,,,
,28370,,17763,,23630,,,,,,,
,28370,,17767,,23636,,,,,,,
,28370,,17768,,23626,,,,,,,
,28373,,17762,,23633,,,,,,,
,28366,,17768,,23644,,,,,,,
,28368,,17765,,23650,,,,,,,
,28368,,17770,,23624,,,,,,,
,28369,,17762,,23640,,,,,,,
,28370,,17760,,23656,,,,,,,
,28367,,17763,,23649,,,,,,,
,28367,,17765,,23647,,,,,,,
,28362,,17763,,23655,,,,,,,
,28362,,17761,,23628,,,,,,,
,28346,,17761,,23628,,,,,,,
,28346,,17765,,23642,,,,,,,
,28343,,17767,,23643,,,,,,,
,28350,,17770,,23652,,,,,,,
,28348,,17760,,23652,,,,,,,
,28348,,17766,,23653,,,,,,,
,28347,,17775,,23637,,,,,,,
,28344,,17762,,23657,,,,,,,
,28346,,17765,,23648,,,,,,,
,28341,,17771,,23666,,,,,,,
,28337,,17771,,23661,,,,,,,
,28337,,17761,,23661,,,,,,,
,28325,,17765,,23650,,,,,,,
,28316,,17766,,23670,,,,,,,
,28318,,17764,,23667,,,,,,,
,28314,,17768,,23673,,,,,,,
,28308,,17764,,23672,,,,,,,
,28308,,17764,,23681,,,,,,,
,28313,,17763,,23655,,,,,,,
,28310,,17768,,23677,,,,,,,
,28311,,17772,,23681,,,,,,,
,28315,,17762,,23679,,,,,,,
,28310,,17765,,23675,,,,,,,
,28310,,17760,,23685,,,,,,,
,28304,,17766,,23653,,,,,,,
,28305,,17766,,23674,,,,,,,
,28319,,17778,,23678,,,,,,,
,28324,,17776,,23686,,,,,,,
,28331,,17764,,23686,,,,,,,
,28331,,17770,,23691,,,,,,,
,28331,,17761,,23661,,,,,,,
,28320,,17774,,23698,,,,,,,
,28322,,17769,,23688,,,,,,,
,28323,,17768,,23699,,,,,,,
,28321,,17764,,23684,,,,,,,
,28321,,17764,,23672,,,,,,,
,28325,,17754,,23673,,,,,,,
,28337,,17745,,23651,,,,,,,
,28372,,17738,,23629,,,,,,,
,28399,,17730,,23614,,,,,,,
,28429,,17733,,23609,,,,,,,
,28429,,17765,,23675,,,,,,,
,28441,,17734,,23594,,,,,,,
,28444,,17731,,23594,,,,,,,
,28452,,17726,,23583,,,,,,,
,28441,,17726,,23571,,,,,,,
,28439,,17729,,23564,,,,,,,
,28439,,17764,,23686,,,,,,,
,28452,,17731,,23578,,,,,,,
,28440,,17720,,23575,,,,,,,
,28441,,17728,,23576,,,,,,,
,28434,,17726,,23568,,,,,,,
,28426,,17727,,23573,,,,,,,
,28426,,17764,,23684,,,,,,,
,28425,,17728,,23561,,,,,,,
,28417,,17723,,23568,,,,,,,
,28416,,17717,,23558,,,,,,,
,28407,,17719,,23575,,,,,,,
,28404,,17714,,23569,,,,,,,
,28404,,17733,,23609,,,,,,,
,28400,,17719,,23567,,,,,,,
,28382,,17720,,23573,,,,,,,
,28379,,17721,,23567,,,,,,,
,28371,,17721,,23563,,,,,,,
,28366,,17712,,23565,,,,,,,
,28366,,17729,,23564,,,,,,,
,28360,,17710,,23569,,,,,,,
,28359,,17711,,23572,,,,,,,
,28359,,17710,,23564,,,,,,,
,28360,,17717,,23578,,,,,,,
,28358,,17706,,23568,,,,,,,
,28358,,17727,,23573,,,,,,,
,28356,,17708,,23570,,,,,,,
,28362,,17703,,23576,,,,,,,
,28361,,17711,,23577,,,,,,,
,28358,,17716,,23579,,,,,,,
,28356,,17711,,23576,,,,,,,
,28356,,17714,,23569,,,,,,,
,28366,,17714,,23581,,,,,,,
,28367,,17712,,23582,,,,,,,
,28375,,17704,,23587,,,,,,,
,28368,,17711,,23584,,,,,,,
,28366,,17706,,23585,,,,,,,
,28366,,17712,,23565,,,,,,,
,28367,,17702,,23578,,,,,,,
,28369,,17698,,23574,,,,,,,
,28375,,17698,,23581,,,,,,,
,28364,,17705,,23576,,,,,,,
,28368,,17700,,23586,,,,,,,
,28368,,17706,,23568,,,,,,,
,28363,,17702,,23581,,,,,,,
,28365,,17707,,23574,,,,,,,
,28367,,17702,,23580,,,,,,,
,28363,,17704,,23568,,,,,,,
,28366,,17707,,23577,,,,,,,
,28366,,17711,,23576,,,,,,,
,28366,,17711,,23574,,,,,,,
,28367,,17706,,23582,,,,,,,
,28371,,17703,,23582,,,,,,,
,28368,,17708,,23590,,,,,,,
,28363,,17709,,23585,,,,,,,
,28363,,17706,,23585,,,,,,,
,28367,,17707,,23600,,,,,,,
,28355,,17708,,23593,,,,,,,
,28363,,17708,,23601,,,,,,,
,28355,,17706,,23597,,,,,,,
,28355,,17708,,23605,,,,,,,
,28355,,17700,,23586,,,,,,,
,28358,,17709,,23602,,,,,,,
,28353,,17705,,23604,,,,,,,
,28355,,17707,,23606,,,,,,,
,28349,,17706,,23612,,,,,,,
,28353,,17707,,23600,,,,,,,
,28353,,17707,,23577,,,,,,,
,28353,,17710,,23611,,,,,,,
,28354,,17709,,23616,,,,,,,
,28350,,17712,,23617,,,,,,,
,28345,,17711,,23615,,,,,,,
,28350,,17710,,23621,,,,,,,
,28350,,17709,,23585,,,,,,,
,28354,,17712,,23630,,,,,,,
,28339,,17709,,23623,,,,,,,
,28335,,17706,,23630,,,,,,,
,28329,,17718,,23637,,,,,,,
,28335,,17706,,23597,,,,,,,
,28335,,17708,,23631,,,,,,,
,28336,,17708,,23605,,,,,,,
,28329,,17705,,23634,,,,,,,
,28330,,17709,,23643,,,,,,,
,28329,,17714,,23643,,,,,,,
,28322,,17714,,23632,,,,,,,
,28322,,17718,,23636,,,,,,,
,28317,,17707,,23600,,,,,,,
,28307,,17720,,23644,,,,,,,
,28306,,17716,,23647,,,,,,,
,28303,,17710,,23635,,,,,,,
,28295,,17723,,23644,,,,,,,
,28295,,17708,,23656,,,,,,,
,28292,,17710,,23621,,,,,,,
,28284,,17716,,23652,,,,,,,
,28302,,17706,,23635,,,,,,,
,28311,,17686,,23621,,,,,,,
,28342,,17680,,23608,,,,,,,
,28342,,17680,,23591,,,,,,,
,28355,,17708,,23631,,,,,,,
,28375,,17677,,23570,,,,,,,
,28388,,17673,,23555,,,,,,,
,28389,,17678,,23553,,,,,,,
,28381,,17673,,23550,,,,,,,
,28381,,17673,,23545,,,,,,,
,28384,,17718,,23636,,,,,,,
,28386,,17675,,23547,,,,,,,
,28380,,17685,,23547,,,,,,,
,28376,,17683,,23562,,,,,,,
,28368,,17681,,23548,,,,,,,
,28368,,17683,,23551,,,,,,,
,28371,,17708,,23656,,,,,,,
,28359,,17683,,23548,,,,,,,
,28361,,17687,,23538,,,,,,,
,28350,,17683,,23549,,,,,,,
,28347,,17678,,23547,,,,,,,
,28347,,17680,,23608,,,,,,,
,28348,,17679,,23546,,,,,,,
,28346,,17674,,23540,,,,,,,
,28345,,17677,,23539,,,,,,,
,28349,,17676,,23553,,,,,,,
,28331,,17667,,23549,,,,,,,
,28331,,17673,,23550,,,,,,,
,28334,,17672,,23552,,,,,,,
,28336,,17675,,23548,,,,,,,
,28331,,17672,,23554,,,,,,,
,28335,,17668,,23557,,,,,,,
,28329,,17668,,23543,,,,,,,
,28329,,17681,,23548,,,,,,,
,28332,,17664,,23549,,,,,,,
,28334,,17671,,23551,,,,,,,
,28327,,17664,,23544,,,,,,,
,28335,,17668,,23549,,,,,,,
,28332,,17672,,23544,,,,,,,
,28332,,17678,,23547,,,,,,,
,28339,,17658,,23552,,,,,,,
,28325,,17665,,23546,,,,,,,
,28348,,17661,,23541,,,,,,,
,28352,,17662,,23541,,,,,,,
,28347,,17663,,23551,,,,,,,
,28347,,17667,,23549,,,,,,,
,28350,,17652,,23542,,,,,,,
,28350,,17655,,23544,,,,,,,
,28352,,17661,,23536,,,,,,,
,28345,,17660,,23545,,,,,,,
,28344,,17670,,23550,,,,,,,
,28344,,17668,,23543,,,,,,,
,28331,,17660,,23541,,,,,,,
,28342,,17660,,23547,,,,,,,
,28339,,17661,,23558,,,,,,,
,28333,,17665,,23552,,,,,,,
,28326,,17664,,23551,,,,,,,
,28326,,17672,,23544,,,,,,,
,28336,,17661,,23553,,,,,,,
,28329,,17662,,23554,,,,,,,
,28330,,17666,,23558,,,,,,,
,28334,,17661,,23553,,,,,,,
,28329,,17653,,23559,,,,,,,
,28329,,17663,,23551,,,,,,,
,28326,,17665,,23556,,,,,,,
,28330,,17651,,23556,,,,,,,
,28323,,17663,,23556,,,,,,,
,28331,,17661,,23561,,,,,,,
,28329,,17657,,23562,,,,,,,
,28329,,17670,,23550,,,,,,,
,28330,,17658,,23572,,,,,,,
,28326,,17662,,23569,,,,,,,
,28332,,17666,,23561,,,,,,,
,28320,,17665,,23574,,,,,,,
,28311,,17663,,23575,,,,,,,
,28311,,17664,,23551,,,,,,,
,28319,,17658,,23574,,,,,,,
,28320,,17661,,23579,,,,,,,
,28318,,17670,,23576,,,,,,,
,28322,,17661,,23574,,,,,,,
,28318,,17663,,23576,,,,,,,
,28318,,17653,,23559,,,,,,,
,28319,,17662,,23572,,,,,,,
,28321,,17663,,23578,,,,,,,
,28320,,17671,,23580,,,,,,,
,28319,,17666,,23580,,,,,,,
,28316,,17661,,23583,,,,,,,
,28316,,17657,,23562,,,,,,,
,28317,,17666,,23585,,,,,,,
,28317,,17664,,23588,,,,,,,
,28320,,17671,,23603,,,,,,,
,28314,,17667,,23600,,,,,,,
,28305,,17664,,23600,,,,,,,
,28305,,17663,,23575,,,,,,,
,28308,,17665,,23589,,,,,,,
,28298,,17666,,23610,,,,,,,
,28299,,17656,,23597,,,,,,,
,28313,,17659,,23587,,,,,,,
,28321,,17651,,23571,,,,,,,
,28321,,17663,,23576,,,,,,,
,28329,,17642,,23564,,,,,,,
,28367,,17644,,23542,,,,,,,
,28381,,17630,,23534,,,,,,,
,28392,,17631,,23511,,,,,,,
,28406,,17645,,23510,,,,,,,
,28406,,17661,,23583,,,,,,,
,28421,,17640,,23512,,,,,,,
,28419,,17638,,23509,,,,,,,
,28419,,17638,,23497,,,,,,,
,28419,,17655,,23496,,,,,,,
,28421,,17667,,23600,,,,,,,
,28421,,17652,,23504,,,,,,,
,28425,,17664,,23600,,,,,,,
,28424,,17655,,23494,,,,,,,
,28419,,17654,,23497,,,,,,,
,28414,,17659,,23504,,,,,,,
,28414,,17661,,23504,,,,,,,
,28414,,17658,,23510,,,,,,,
,28409,,17651,,23571,,,,,,,
,28394,,17666,,23510,,,,,,,
,28380,,17655,,23508,,,,,,,
,28377,,17651,,23504,,,,,,,
,28363,,17653,,23505,,,,,,,
,28363,,17648,,23504,,,,,,,
,28349,,17645,,23510,,,,,,,
,28348,,17654,,23515,,,,,,,
,28348,,17653,,23506,,,,,,,
,28337,,17649,,23514,,,,,,,
,28328,,17651,,23510,,,,,,,
,28328,,17653,,23514,,,,,,,
,28331,,17652,,23504,,,,,,,
,28330,,17653,,23513,,,,,,,
,28328,,17647,,23506,,,,,,,
,28328,,17652,,23494,,,,,,,
,28328,,17654,,23510,,,,,,,
,28328,,17634,,23498,,,,,,,
,28323,,17658,,23510,,,,,,,
,28321,,17642,,23496,,,,,,,
,28322,,17642,,23499,,,,,,,
,28326,,17640,,23505,,,,,,,
,28320,,17634,,23498,,,,,,,
,28320,,17642,,23497,,,,,,,
,28321,,17648,,23504,,,,,,,
,28320,,17636,,23493,,,,,,,
,28325,,17640,,23490,,,,,,,
,28327,,17635,,23492,,,,,,,
,28332,,17642,,23497,,,,,,,
,28332,,17651,,23510,,,,,,,
,28337,,17646,,23487,,,,,,,
,28328,,17636,,23489,,,,,,,
,28338,,17649,,23483,,,,,,,
,28335,,17642,,23493,,,,,,,
,28328,,17640,,23507,,,,,,,
,28328,,17654,,23510,,,,,,,
,28331,,17644,,23504,,,,,,,
,28324,,17636,,23503,,,,,,,
,28326,,17635,,23496,,,,,,,
,28323,,17646,,23503,,,,,,,
,28328,,17641,,23499,,,,,,,
,28328,,17634,,23498,,,,,,,
,28319,,17647,,23492,,,,,,,
,28325,,17634,,23502,,,,,,,
,28326,,17641,,23503,,,,,,,
,28319,,17638,,23496,,,,,,,
,28316,,17629,,23506,,,,,,,
,28316,,17642,,23497,,,,,,,
,28312,,17626,,23500,,,,,,,
,28323,,17636,,23493,,,,,,,
,28328,,17644,,23499,,,,,,,
,28331,,17632,,23496,,,,,,,
,28319,,17636,,23503,,,,,,,
,28319,,17640,,23507,,,,,,,
,28313,,17639,,23504,,,,,,,
,28306,,17635,,23512,,,,,,,
,28308,,17637,,23516,,,,,,,
,28301,,17641,,23507,,,,,,,
,28291,,17638,,23514,,,,,,,
,28291,,17641,,23499,,,,,,,
,28302,,17638,,23516,,,,,,,
,28305,,17641,,23522,,,,,,,
,28307,,17640,,23526,,,,,,,
,28325,,17641,,23518,,,,,,,
,28312,,17645,,23513,,,,,,,
,28312,,17629,,23506,,,,,,,
,28310,,17636,,23513,,,,,,,
,28305,,17640,,23522,,,,,,,
,28306,,17636,,23526,,,,,,,
,28307,,17645,,23529,,,,,,,
,28305,,17641,,23527,,,,,,,
,28305,,17636,,23503,,,,,,,
,28306,,17644,,23522,,,,,,,
,28309,,17639,,23528,,,,,,,
,28309,,17645,,23531,,,,,,,
,28311,,17644,,23538,,,,,,,
,28308,,17636,,23535,,,,,,,
,28308,,17638,,23514,,,,,,,
,28310,,17647,,23535,,,,,,,
,28307,,17640,,23529,,,,,,,
,28311,,17650,,23530,,,,,,,
,28315,,17640,,23541,,,,,,,
,28313,,17627,,23529,,,,,,,
,28313,,17645,,23513,,,,,,,
,28314,,17623,,23508,,,,,,,
,28330,,17623,,23501,,,,,,,
,28366,,17622,,23486,,,,,,,
,28380,,17618,,23463,,,,,,,
,28387,,17617,,23451,,,,,,,
,28387,,17641,,23527,,,,,,,
,28409,,17622,,23441,,,,,,,
,28417,,17614,,23436,,,,,,,
,28422,,17638,,23440,,,,,,,
,28430,,17648,,23444,,,,,,,
,28439,,17643,,23449,,,,,,,
,28439,,17636,,23535,,,,,,,
,28427,,17657,,23455,,,,,,,
,28437,,17666,,23459,,,,,,,
,28444,,17673,,23454,,,,,,,
,28433,,17665,,23468,,,,,,,
,28422,,17662,,23454,,,,,,,
,28422,,17627,,23529,,,,,,,
,28424,,17659,,23458,,,,,,,
,28419,,17665,,23461,,,,,,,
,28423,,17666,,23463,,,,,,,
,28422,,17670,,23456,,,,,,,
,28415,,17662,,23451,,,,,,,
,28415,,17617,,23451,,,,,,,
,28418,,17659,,23443,,,,,,,
,28419,,17661,,23454,,,,,,,
,28412,,17658,,23435,,,,,,,
,28401,,17660,,23438,,,,,,,
,28391,,17656,,23435,,,,,,,
,28391,,17643,,23449,,,,,,,
,28388,,17651,,23445,,,,,,,
,28391,,17654,,23437,,,,,,,
,28389,,17649,,23443,,,,,,,
,28393,,17673,,23454,,,,,,,
,28388,,17656,,23438,,,,,,,
,28388,,17644,,23432,,,,,,,
,28388,,17662,,23454,,,,,,,
,28390,,17651,,23433,,,,,,,
,28388,,17646,,23422,,,,,,,
,28383,,17645,,23429,,,,,,,
,28382,,17644,,23426,,,,,,,
,28382,,17645,,23426,,,,,,,
,28376,,17662,,23451,,,,,,,
,28381,,17643,,23427,,,,,,,
,28385,,17639,,23423,,,,,,,
,28372,,17644,,23428,,,,,,,
,28366,,17639,,23426,,,,,,,
,28366,,17640,,23430,,,,,,,
,28372,,17656,,23435,,,,,,,
,28378,,17643,,23428,,,,,,,
,28370,,17644,,23429,,,,,,,
,28368,,17642,,23426,,,,,,,
,28358,,17645,,23428,,,,,,,
,28358,,17646,,23422,,,,,,,
,28358,,17644,,23432,,,,,,,
,28361,,17638,,23424,,,,,,,
,28356,,17640,,23428,,,,,,,
,28357,,17641,,23426,,,,,,,
,28357,,17642,,23426,,,,,,,
,28357,,17643,,23429,,,,,,,
,28360,,17645,,23426,,,,,,,
,28362,,17645,,23432,,,,,,,
,28364,,17641,,23424,,,,,,,
,28365,,17644,,23425,,,,,,,
,28369,,17636,,23425,,,,,,,
,28369,,17638,,23428,,,,,,,
,28367,,17640,,23430,,,,,,,
,28369,,17636,,23422,,,,,,,
,28369,,17634,,23427,,,,,,,
,28371,,17639,,23434,,,,,,,
,28373,,17650,,23439,,,,,,,
,28373,,17645,,23428,,,,,,,
,28372,,17644,,23433,,,,,,,
,28374,,17642,,23428,,,,,,,
,28360,,17632,,23429,,,,,,,
,28368,,17646,,23426,,,,,,,
,28364,,17652,,23437,,,,,,,
,28364,,17642,,23426,,,,,,,
,28366,,17639,,23431,,,,,,,
,28361,,17644,,23437,,,,,,,
,28358,,17649,,23434,,,,,,,
,28363,,17644,,23448,,,,,,,
,28353,,17648,,23445,,,,,,,
,28353,,17636,,23425,,,,,,,
,28365,,17647,,23437,,,,,,,
,28363,,17649,,23436,,,,,,,
,28355,,17648,,23444,,,,,,,
,28352,,17645,,23451,,,,,,,
,28353,,17647,,23447,,,,,,,
,28353,,17650,,23439,,,,,,,
,28349,,17657,,23448,,,,,,,
,28344,,17649,,23452,,,,,,,
,28342,,17655,,23445,,,,,,,
,28340,,17663,,23457,,,,,,,
,28340,,17649,,23450,,,,,,,
,28340,,17652,,23437,,,,,,,
,28323,,17650,,23462,,,,,,,
,28326,,17654,,23454,,,,,,,
,28323,,17647,,23451,,,,,,,
,28330,,17644,,23456,,,,,,,
,28322,,17649,,23452,,,,,,,
,28322,,17648,,23445,,,,,,,
,28332,,17643,,23443,,,,,,,
,28337,,17639,,23437,,,,,,,
,28364,,17629,,23417,,,,,,,
,28384,,17621,,23401,,,,,,,
,28395,,17629,,23381,,,,,,,
,28395,,17647,,23447,,,,,,,
,28419,,17626,,23364,,,,,,,
,28431,,17633,,23364,,,,,,,
,28441,,17649,,23368,,,,,,,
,28452,,17659,,23364,,,,,,,
,28453,,17660,,23375,,,,,,,
,28453,,17649,,23450,,,,,,,
,28449,,17671,,23380,,,,,,,
,28441,,17681,,23391,,,,,,,
,28440,,17687,,23404,,,,,,,
,28441,,17688,,23398,,,,,,,
,28440,,17689,,23393,,,,,,,
,28440,,17649,,23452,,,,,,,
,28438,,17688,,23396,,,,,,,
,28440,,17689,,23400,,,,,,,
,28439,,17693,,23394,,,,,,,
,28432,,17695,,23390,,,,,,,
,28421,,17687,,23393,,,,,,,
,28421,,17629,,23381,,,,,,,
,28417,,17679,,23391,,,,,,,
,28416,,17682,,23376,,,,,,,
,28404,,17683,,23382,,,,,,,
,28411,,17681,,23385,,,,,,,
,28402,,17675,,23385,,,,,,,
,28402,,17660,,23375,,,,,,,
,28398,,17676,,23385,,,,,,,
,28395,,17674,,23376,,,,,,,
,28395,,17683,,23377,,,,,,,
,28392,,17668,,23374,,,,,,,
,28377,,17672,,23364,,,,,,,
,28377,,17689,,23393,,,,,,,
,28378,,17667,,23369,,,,,,,
,28384,,17665,,23369,,,,,,,
,28384,,17660,,23365,,,,,,,
,28395,,17665,,23353,,,,,,,
,28398,,17668,,23342,,,,,,,
,28398,,17687,,23393,,,,,,,
,28391,,17673,,23360,,,,,,,
,28390,,17672,,23367,,,,,,,
,28398,,17665,,23356,,,,,,,
,28393,,17668,,23368,,,,,,,
,28393,,17671,,23364,,,,,,,
,28393,,17675,,23385,,,,,,,
,28388,,17678,,23362,,,,,,,
,28391,,17668,,23366,,,,,,,
,28387,,17679,,23371,,,,,,,
,28393,,17672,,23367,,,,,,,
,28393,,17674,,23368,,,,,,,
