PAT,pat,RED,red,IR,ir,TEMP,temp,env,real_imp,img_imp,REAL_IMP,IMG_IMP
,29534,,22437,,32127,,,,,,,
,29530,,22445,,32142,,,,,,,
,29517,,22447,,32153,,,,,,,
,29517,,22447,,32174,,,,,,,
,29514,,22335,,31836,,,,,,,
,29511,,22458,,32197,,,,,,,
,29514,,22466,,32216,,,,,,,
,29512,,22465,,32237,,,,,,,
,29512,,22474,,32246,,,,,,,
,29512,,22470,,32274,,,,,,,
,29503,,22377,,31945,,,,,,,
,29490,,22480,,32292,,,,,,,
,29489,,22484,,32307,,,,,,,
,29489,,22497,,32333,,,,,,,
,29474,,22495,,32345,,,,,,,
,29474,,22506,,32348,,,,,,,
,29475,,22417,,32075,,,,,,,
,29470,,22505,,32379,,,,,,,
,29459,,22519,,32390,,,,,,,
,29456,,22522,,32416,,,,,,,
,29456,,22531,,32427,,,,,,,
,29456,,22539,,32445,,,,,,,
,29456,,22447,,32174,,,,,,,
,29444,,22532,,32457,,,,,,,
,29450,,22528,,32462,,,,,,,
,29446,,22552,,32483,,,,,,,
,29439,,22549,,32492,,,,,,,
,29439,,22474,,32246,,,,,,,
,29444,,22564,,32508,,,,,,,
,29428,,22545,,32516,,,,,,,
,29430,,22565,,32537,,,,,,,
,29424,,22572,,32561,,,,,,,
,29420,,22578,,32575,,,,,,,
,29420,,22495,,32345,,,,,,,
,29407,,22563,,32583,,,,,,,
,29399,,22584,,32613,,,,,,,
,29387,,22593,,32625,,,,,,,
,29392,,22589,,32643,,,,,,,
,29385,,22592,,32642,,,,,,,
,29385,,22531,,32427,,,,,,,
,29380,,22591,,32660,,,,,,,
,29390,,22580,,32657,,,,,,,
,29419,,22576,,32618,,,,,,,
,29453,,22556,,32585,,,,,,,
,29479,,22528,,32500,,,,,,,
,29479,,22549,,32492,,,,,,,
,29485,,22495,,32400,,,,,,,
,29519,,22462,,32283,,,,,,,
,29528,,22413,,32157,,,,,,,
,29532,,22358,,32010,,,,,,,
,29542,,22319,,31872,,,,,,,
,29542,,22578,,32575,,,,,,,
,29557,,22286,,31743,,,,,,,
,29557,,22250,,31613,,,,,,,
,29570,,22222,,31511,,,,,,,
,29576,,22195,,31442,,,,,,,
,29576,,22187,,31362,,,,,,,
,29576,,22592,,32642,,,,,,,
,29577,,22169,,31316,,,,,,,
,29566,,22166,,31300,,,,,,,
,29563,,22159,,31296,,,,,,,
,29560,,22171,,31305,,,,,,,
,29571,,22182,,31314,,,,,,,
,29571,,22528,,32500,,,,,,,
,29561,,22191,,31342,,,,,,,
,29551,,22193,,31387,,,,,,,
,29560,,22210,,31391,,,,,,,
,29551,,22213,,31435,,,,,,,
,29552,,22229,,31469,,,,,,,
,29552,,22319,,31872,,,,,,,
,29542,,22238,,31505,,,,,,,
,29541,,22258,,31550,,,,,,,
,29542,,22277,,31591,,,,,,,
,29544,,22275,,31617,,,,,,,
,29544,,22287,,31644,,,,,,,
,29544,,22187,,31362,,,,,,,
,29540,,22294,,31666,,,,,,,
,29527,,22305,,31682,,,,,,,
,29542,,22309,,31711,,,,,,,
,29551,,22304,,31711,,,,,,,
,29555,,22311,,31716,,,,,,,
,29555,,22182,,31314,,,,,,,
,29554,,22310,,31729,,,,,,,
,29562,,22312,,31721,,,,,,,
,29558,,22323,,31733,,,,,,,
,29560,,22308,,31727,,,,,,,
,29561,,22316,,31732,,,,,,,
,29561,,22229,,31469,,,,,,,
,29559,,22311,,31732,,,,,,,
,29556,,22312,,31751,,,,,,,
,29565,,22312,,31757,,,,,,,
,29566,,22317,,31767,,,,,,,
,29561,,22327,,31784,,,,,,,
,29561,,22287,,31644,,,,,,,
,29563,,22330,,31793,,,,,,,
,29558,,22328,,31811,,,,,,,
,29555,,22343,,31847,,,,,,,
,29553,,22351,,31867,,,,,,,
,29554,,22351,,31897,,,,,,,
,29554,,22311,,31716,,,,,,,
,29547,,22371,,31905,,,,,,,
,29542,,22369,,31927,,,,,,,
,29548,,22378,,31963,,,,,,,
,29536,,22390,,31982,,,,,,,
,29537,,22390,,32012,,,,,,,
,29537,,22316,,31732,,,,,,,
,29534,,22402,,32037,,,,,,,
,29535,,22404,,32047,,,,,,,
,29535,,22425,,32064,,,,,,,
,29535,,22417,,32097,,,,,,,
,29534,,22429,,32104,,,,,,,
,29534,,22327,,31784,,,,,,,
,29521,,22432,,31854,,,,,,,
,29508,,22330,,31793,,,,,,,
,29525,,22444,,32149,,,,,,,
,29506,,22446,,32161,,,,,,,
,29511,,22454,,32188,,,,,,,
,29511,,22453,,32198,,,,,,,
,29506,,22351,,31897,,,,,,,
,29505,,22461,,32213,,,,,,,
,29504,,22464,,32228,,,,,,,
,29496,,22467,,32248,,,,,,,
,29491,,22478,,32256,,,,,,,
,29491,,22471,,32275,,,,,,,
,29488,,22390,,32012,,,,,,,
,29487,,22486,,32294,,,,,,,
,29480,,22491,,32304,,,,,,,
,29483,,22500,,32315,,,,,,,
,29475,,22485,,32327,,,,,,,
,29475,,22497,,32338,,,,,,,
,29470,,22429,,32104,,,,,,,
,29464,,22495,,32359,,,,,,,
,29462,,22508,,32377,,,,,,,
,29452,,22513,,32380,,,,,,,
,29457,,22514,,32399,,,,,,,
,29457,,22525,,32407,,,,,,,
,29452,,22453,,32198,,,,,,,
,29450,,22524,,32448,,,,,,,
,29451,,22541,,32456,,,,,,,
,29435,,22538,,32470,,,,,,,
,29444,,22546,,32488,,,,,,,
,29444,,22545,,32492,,,,,,,
,29440,,22471,,32275,,,,,,,
,29453,,22550,,32504,,,,,,,
,29478,,22534,,32474,,,,,,,
,29495,,22518,,32437,,,,,,,
,29532,,22486,,32365,,,,,,,
,29532,,22460,,32285,,,,,,,
,29549,,22497,,32338,,,,,,,
,29573,,22415,,32165,,,,,,,
,29583,,22375,,32045,,,,,,,
,29586,,22338,,31920,,,,,,,
,29604,,22296,,31773,,,,,,,
,29604,,22514,,32399,,,,,,,
,29607,,22255,,31634,,,,,,,
,29610,,22234,,31544,,,,,,,
,29623,,22189,,31438,,,,,,,
,29623,,22176,,31376,,,,,,,
,29634,,22162,,31311,,,,,,,
,29634,,22546,,32488,,,,,,,
,29624,,22148,,31269,,,,,,,
,29615,,22144,,31253,,,,,,,
,29608,,22147,,31241,,,,,,,
,29603,,22157,,31272,,,,,,,
,29594,,22179,,31289,,,,,,,
,29594,,22486,,32365,,,,,,,
,29589,,22173,,31301,,,,,,,
,29584,,22196,,31344,,,,,,,
,29575,,22212,,31369,,,,,,,
,29574,,22219,,31417,,,,,,,
,29568,,22239,,31468,,,,,,,
,29568,,22296,,31773,,,,,,,
,29563,,22247,,31523,,,,,,,
,29562,,22264,,31549,,,,,,,
,29552,,22278,,31595,,,,,,,
,29538,,22288,,31636,,,,,,,
,29541,,22288,,31661,,,,,,,
,29541,,22162,,31311,,,,,,,
,29539,,22298,,31689,,,,,,,
,29537,,22314,,31700,,,,,,,
,29544,,22315,,31714,,,,,,,
,29534,,22326,,31740,,,,,,,
,29551,,22316,,31744,,,,,,,
,29551,,22179,,31289,,,,,,,
,29550,,22317,,31735,,,,,,,
,29556,,22322,,31739,,,,,,,
,29558,,22315,,31742,,,,,,,
,29551,,22309,,31755,,,,,,,
,29562,,22322,,31760,,,,,,,
,29562,,22239,,31468,,,,,,,
,29560,,22339,,31765,,,,,,,
,29554,,22321,,31765,,,,,,,
,29553,,22318,,31773,,,,,,,
,29555,,22336,,31798,,,,,,,
,29543,,22336,,31817,,,,,,,
,29543,,22288,,31661,,,,,,,
,29539,,22345,,31833,,,,,,,
,29538,,22349,,31856,,,,,,,
,29537,,22358,,31867,,,,,,,
,29529,,22362,,31893,,,,,,,
,29522,,22375,,31924,,,,,,,
,29522,,22316,,31744,,,,,,,
,29524,,22379,,31939,,,,,,,
,29522,,22393,,31974,,,,,,,
,29523,,22391,,32006,,,,,,,
,29515,,22402,,32046,,,,,,,
,29515,,22412,,32054,,,,,,,
,29515,,22322,,31760,,,,,,,
,29510,,22421,,32074,,,,,,,
,29500,,22424,,32099,,,,,,,
,29511,,22439,,32129,,,,,,,
,29503,,22456,,32152,,,,,,,
,29506,,22449,,32175,,,,,,,
,29506,,22336,,31817,,,,,,,
,29492,,22456,,32188,,,,,,,
,29494,,22462,,32214,,,,,,,
,29488,,22464,,32227,,,,,,,
,29489,,22478,,32251,,,,,,,
,29476,,22479,,32265,,,,,,,
,29476,,22375,,31924,,,,,,,
,29471,,22485,,32269,,,,,,,
,29460,,22497,,32284,,,,,,,
,29460,,22487,,32320,,,,,,,
,29457,,22497,,32343,,,,,,,
,29454,,22506,,32350,,,,,,,
,29454,,22412,,32054,,,,,,,
,29457,,22502,,32354,,,,,,,
,29454,,22509,,32371,,,,,,,
,29455,,22511,,32389,,,,,,,
,29449,,22516,,32393,,,,,,,
,29451,,22534,,32411,,,,,,,
,29451,,22449,,32175,,,,,,,
,29434,,22528,,32431,,,,,,,
,29430,,22535,,32442,,,,,,,
,29444,,22536,,32441,,,,,,,
,29442,,22546,,32463,,,,,,,
,29444,,22549,,32492,,,,,,,
,29444,,22479,,32265,,,,,,,
,29429,,22479,,32265,,,,,,,
,29429,,22553,,32495,,,,,,,
,29426,,22561,,32519,,,,,,,
,29414,,22556,,32538,,,,,,,
,29413,,22572,,32545,,,,,,,
,29413,,22569,,32571,,,,,,,
,29404,,22506,,32350,,,,,,,
,29401,,22576,,32589,,,,,,,
,29402,,22585,,32610,,,,,,,
,29399,,22585,,32606,,,,,,,
,29400,,22588,,32610,,,,,,,
,29400,,22570,,32584,,,,,,,
,29435,,22534,,32411,,,,,,,
,29458,,22544,,32523,,,,,,,
,29503,,22516,,32453,,,,,,,
,29524,,22482,,32345,,,,,,,
,29540,,22435,,32217,,,,,,,
,29540,,22385,,32094,,,,,,,
,29558,,22549,,32492,,,,,,,
,29564,,22348,,31944,,,,,,,
,29572,,22298,,31808,,,,,,,
,29586,,22256,,31648,,,,,,,
,29578,,22211,,31508,,,,,,,
,29578,,22181,,31397,,,,,,,
,29587,,22569,,32571,,,,,,,
,29587,,22159,,31300,,,,,,,
,29588,,22146,,31241,,,,,,,
,29583,,22123,,31187,,,,,,,
,29582,,22126,,31164,,,,,,,
,29582,,22110,,31163,,,,,,,
,29580,,22570,,32584,,,,,,,
,29579,,22130,,31170,,,,,,,
,29573,,22131,,31172,,,,,,,
,29575,,22140,,31201,,,,,,,
,29568,,22152,,31230,,,,,,,
,29568,,22159,,31257,,,,,,,
,29565,,22385,,32094,,,,,,,
,29566,,22169,,31277,,,,,,,
,29564,,22186,,31319,,,,,,,
,29562,,22191,,31344,,,,,,,
,29547,,22193,,31370,,,,,,,
,29547,,22211,,31508,,,,,,,
,29540,,22207,,31415,,,,,,,
,29540,,22219,,31449,,,,,,,
,29540,,22231,,31466,,,,,,,
,29539,,22241,,31501,,,,,,,
,29538,,22250,,31516,,,,,,,
,29538,,22126,,31164,,,,,,,
,29530,,22255,,31546,,,,,,,
,29536,,22270,,31571,,,,,,,
,29535,,22264,,31584,,,,,,,
,29526,,22283,,31600,,,,,,,
,29528,,22272,,31613,,,,,,,
,29528,,22152,,31230,,,,,,,
,29526,,22274,,31604,,,,,,,
,29521,,22280,,31619,,,,,,,
,29527,,22293,,31624,,,,,,,
,29535,,22279,,31642,,,,,,,
,29530,,22289,,31651,,,,,,,
,29530,,22193,,31370,,,,,,,
,29522,,22301,,31669,,,,,,,
,29521,,22296,,31687,,,,,,,
,29507,,22309,,31692,,,,,,,
,29521,,22308,,31726,,,,,,,
,29508,,22315,,31729,,,,,,,
,29508,,22250,,31516,,,,,,,
,29501,,22326,,31771,,,,,,,
,29502,,22345,,31787,,,,,,,
,29512,,22338,,31809,,,,,,,
,29509,,22348,,31842,,,,,,,
,29510,,22354,,31867,,,,,,,
,29510,,22272,,31613,,,,,,,
,29503,,22364,,31885,,,,,,,
,29498,,22373,,31929,,,,,,,
,29492,,22376,,31951,,,,,,,
,29485,,22390,,31958,,,,,,,
,29482,,22394,,31995,,,,,,,
,29482,,22289,,31651,,,,,,,
,29473,,22402,,32024,,,,,,,
,29463,,22399,,32048,,,,,,,
,29464,,22420,,32081,,,,,,,
,29464,,22429,,32100,,,,,,,
,29465,,22436,,32117,,,,,,,
,29465,,22315,,31729,,,,,,,
,29461,,22441,,32139,,,,,,,
,29473,,22450,,32156,,,,,,,
,29466,,22454,,32173,,,,,,,
,29467,,22458,,32194,,,,,,,
,29466,,22456,,32211,,,,,,,
,29466,,22354,,31867,,,,,,,
,29463,,22461,,32227,,,,,,,
,29461,,22483,,32240,,,,,,,
,29450,,22471,,32267,,,,,,,
,29452,,22471,,32286,,,,,,,
,29445,,22486,,32291,,,,,,,
,29445,,22394,,31995,,,,,,,
,29441,,22493,,32311,,,,,,,
,29437,,22495,,32331,,,,,,,
,29437,,22503,,32343,,,,,,,
,29447,,22501,,32359,,,,,,,
,29441,,22514,,32380,,,,,,,
,29441,,22436,,32117,,,,,,,
,29444,,22519,,32386,,,,,,,
,29430,,22522,,32401,,,,,,,
,29431,,22522,,32416,,,,,,,
,29428,,22525,,32436,,,,,,,
,29427,,22539,,32445,,,,,,,
,29427,,22456,,32211,,,,,,,
,29422,,22543,,32452,,,,,,,
,29422,,22554,,32473,,,,,,,
,29414,,22555,,32505,,,,,,,
,29406,,22557,,32509,,,,,,,
,29403,,22560,,32537,,,,,,,
,29403,,22486,,32291,,,,,,,
,29403,,22563,,32558,,,,,,,
,29403,,22573,,32569,,,,,,,
,29409,,22564,,32557,,,,,,,
,29416,,22552,,32536,,,,,,,
,29448,,22528,,32483,,,,,,,
,29448,,22514,,32380,,,,,,,
,29473,,22493,,32412,,,,,,,
,29514,,22469,,32311,,,,,,,
,29536,,22417,,32194,,,,,,,
,29557,,22383,,32063,,,,,,,
,29566,,22525,,32436,,,,,,,
,29566,,22340,,31916,,,,,,,
,29580,,22539,,32445,,,,,,,
,29581,,22292,,31764,,,,,,,
,29588,,22250,,31617,,,,,,,
,29587,,22206,,31499,,,,,,,
,29600,,22178,,31403,,,,,,,
,29600,,22148,,31311,,,,,,,
,29603,,22560,,32537,,,,,,,
,29600,,22138,,31226,,,,,,,
,29581,,22119,,31200,,,,,,,
,29575,,22131,,31186,,,,,,,
,29569,,22120,,31176,,,,,,,
,29569,,22140,,31184,,,,,,,
,29562,,22528,,32483,,,,,,,
,29563,,22133,,31214,,,,,,,
,29561,,22144,,31225,,,,,,,
,29556,,22165,,31279,,,,,,,
,29554,,22170,,31311,,,,,,,
,29554,,22181,,31339,,,,,,,
,29551,,22340,,31916,,,,,,,
,29534,,22187,,31369,,,,,,,
,29526,,22211,,31404,,,,,,,
,29525,,22218,,31454,,,,,,,
,29524,,22237,,31472,,,,,,,
,29524,,22239,,31520,,,,,,,
,29509,,22148,,31311,,,,,,,
,29502,,22259,,31548,,,,,,,
,29509,,22267,,31575,,,,,,,
,29516,,22267,,31601,,,,,,,
,29515,,22283,,31630,,,,,,,
,29515,,22283,,31627,,,,,,,
,29510,,22140,,31184,,,,,,,
,29515,,22274,,31652,,,,,,,
,29510,,22279,,31652,,,,,,,
,29518,,22287,,31654,,,,,,,
,29509,,22274,,31664,,,,,,,
,29509,,22170,,31311,,,,,,,
,29497,,22288,,31664,,,,,,,
,29497,,22279,,31675,,,,,,,
,29505,,22279,,31681,,,,,,,
,29495,,22291,,31685,,,,,,,
,29495,,22297,,31692,,,,,,,
,29495,,22237,,31472,,,,,,,
,29493,,22298,,31705,,,,,,,
,29495,,22309,,31726,,,,,,,
,29494,,22318,,31752,,,,,,,
,29489,,22304,,31756,,,,,,,
,29490,,22320,,31783,,,,,,,
,29490,,22283,,31630,,,,,,,
,29481,,22329,,31812,,,,,,,
,29479,,22340,,31837,,,,,,,
,29478,,22349,,31850,,,,,,,
,29473,,22352,,31879,,,,,,,
,29463,,22354,,31911,,,,,,,
,29463,,22274,,31664,,,,,,,
,29459,,22372,,31934,,,,,,,
,29460,,22371,,31959,,,,,,,
,29462,,22381,,31973,,,,,,,
,29454,,22394,,31993,,,,,,,
,29451,,22400,,32033,,,,,,,
,29451,,22297,,31692,,,,,,,
,29444,,22407,,32044,,,,,,,
,29437,,22409,,32061,,,,,,,
,29444,,22411,,32096,,,,,,,
,29442,,22411,,32119,,,,,,,
,29438,,22430,,32125,,,,,,,
,29438,,22320,,31783,,,,,,,
,29430,,22427,,32134,,,,,,,
,29433,,22432,,32150,,,,,,,
,29426,,22438,,32170,,,,,,,
,29433,,22439,,32187,,,,,,,
,29418,,22456,,32199,,,,,,,
,29418,,22354,,31911,,,,,,,
,29424,,22461,,32211,,,,,,,
,29414,,22463,,32223,,,,,,,
,29424,,22467,,32247,,,,,,,
,29416,,22474,,32271,,,,,,,
,29421,,22480,,32269,,,,,,,
,29421,,22400,,32033,,,,,,,
,29420,,22486,,32288,,,,,,,
,29416,,22485,,32296,,,,,,,
,29415,,22486,,32321,,,,,,,
,29414,,22489,,32333,,,,,,,
,29407,,22494,,32352,,,,,,,
,29407,,22430,,32125,,,,,,,
,29407,,22499,,32364,,,,,,,
,29398,,22515,,32376,,,,,,,
,29404,,22514,,32399,,,,,,,
,29393,,22523,,32415,,,,,,,
,29384,,22528,,32447,,,,,,,
,29384,,22456,,32199,,,,,,,
,29389,,22528,,32451,,,,,,,
,29398,,22524,,32478,,,,,,,
,29404,,22527,,32461,,,,,,,
,29421,,22512,,32432,,,,,,,
,29448,,22489,,32376,,,,,,,
,29448,,22480,,32269,,,,,,,
,29472,,22463,,32296,,,,,,,
,29498,,22426,,32201,,,,,,,
,29529,,22392,,32085,,,,,,,
,29540,,22348,,31966,,,,,,,
,29551,,22299,,31803,,,,,,,
,29551,,22494,,32352,,,,,,,
,29574,,22266,,31672,,,,,,,
,29575,,22220,,31531,,,,,,,
,29575,,22188,,31438,,,,,,,
,29576,,22169,,31340,,,,,,,
,29580,,22147,,31283,,,,,,,
,29580,,22528,,32447,,,,,,,
,29575,,22132,,31222,,,,,,,
,29575,,22115,,31201,,,,,,,
,29578,,22121,,31178,,,,,,,
,29577,,22130,,31195,,,,,,,
,29579,,22144,,31221,,,,,,,
,29579,,22489,,32376,,,,,,,
,29576,,22149,,31234,,,,,,,
,29578,,22165,,31258,,,,,,,
,29574,,22180,,31302,,,,,,,
,29566,,22187,,31320,,,,,,,
,29556,,22201,,31370,,,,,,,
,29556,,22299,,31803,,,,,,,
,29554,,22216,,31413,,,,,,,
,29546,,22231,,31464,,,,,,,
,29532,,22240,,31519,,,,,,,
,29528,,22188,,31438,,,,,,,
,29529,,22253,,31555,,,,,,,
,29529,,22276,,31592,,,,,,,
,29527,,22147,,31283,,,,,,,
,29530,,22269,,31622,,,,,,,
,29527,,22283,,31637,,,,,,,
,29527,,22286,,31651,,,,,,,
,29526,,22278,,31683,,,,,,,
,29526,,22287,,31693,,,,,,,
,29522,,22144,,31221,,,,,,,
,29516,,22292,,31701,,,,,,,
,29523,,22294,,31704,,,,,,,
,29521,,22298,,31707,,,,,,,
,29520,,22301,,31702,,,,,,,
,29520,,22290,,31702,,,,,,,
,29518,,22201,,31370,,,,,,,
,29518,,22290,,31693,,,,,,,
,29513,,22297,,31710,,,,,,,
,29513,,22294,,31718,,,,,,,
,29509,,22313,,31736,,,,,,,
,29509,,22316,,31755,,,,,,,
,29492,,22276,,31592,,,,,,,
,29493,,22318,,31770,,,,,,,
,29492,,22330,,31788,,,,,,,
,29492,,22334,,31820,,,,,,,
,29493,,22331,,31830,,,,,,,
,29493,,22349,,31868,,,,,,,
,29488,,22287,,31693,,,,,,,
,29478,,22354,,31895,,,,,,,
,29474,,22364,,31917,,,,,,,
,29476,,22380,,31940,,,,,,,
,29469,,22376,,31965,,,,,,,
,29469,,22388,,31989,,,,,,,
,29476,,22290,,31702,,,,,,,
,29470,,22399,,32029,,,,,,,
,29460,,22401,,32041,,,,,,,
,29455,,22411,,32069,,,,,,,
,29458,,22411,,32091,,,,,,,
,29458,,22313,,31736,,,,,,,
,29453,,22425,,32102,,,,,,,
,29452,,22428,,32133,,,,,,,
,29448,,22432,,32145,,,,,,,
,29433,,22442,,32166,,,,,,,
,29446,,22443,,32184,,,,,,,
,29446,,22331,,31830,,,,,,,
,29448,,22457,,32198,,,,,,,
,29443,,22455,,32210,,,,,,,
,29447,,22469,,32229,,,,,,,
,29447,,22471,,32257,,,,,,,
,29436,,22471,,32271,,,,,,,
,29436,,22376,,31965,,,,,,,
,29430,,22474,,32290,,,,,,,
,29428,,22476,,32300,,,,,,,
,29427,,22483,,32325,,,,,,,
,29422,,22495,,32321,,,,,,,
,29420,,22491,,32332,,,,,,,
,29420,,22411,,32091,,,,,,,
,29424,,22499,,32329,,,,,,,
,29400,,22494,,32356,,,,,,,
,29410,,22509,,32364,,,,,,,
,29411,,22511,,32390,,,,,,,
,29403,,22518,,32395,,,,,,,
,29403,,22443,,32184,,,,,,,
,29395,,22515,,32424,,,,,,,
,29390,,22529,,32435,,,,,,,
,29389,,22533,,32450,,,,,,,
,29388,,22543,,32473,,,,,,,
,29389,,22542,,32481,,,,,,,
,29389,,22471,,32271,,,,,,,
,29388,,22548,,32503,,,,,,,
,29368,,22559,,32509,,,,,,,
,29371,,22557,,32537,,,,,,,
,29379,,22563,,32534,,,,,,,
,29390,,22560,,32534,,,,,,,
,29390,,22491,,32332,,,,,,,
,29406,,22533,,32497,,,,,,,
,29426,,22509,,32439,,,,,,,
,29464,,22470,,32353,,,,,,,
,29505,,22432,,32249,,,,,,,
,29520,,22399,,32102,,,,,,,
,29520,,22518,,32395,,,,,,,
,29526,,22347,,31976,,,,,,,
,29538,,22305,,31814,,,,,,,
,29558,,22254,,31656,,,,,,,
,29561,,22220,,31518,,,,,,,
,29572,,22183,,31386,,,,,,,
,29572,,22542,,32481,,,,,,,
,29572,,22143,,31281,,,,,,,
,29573,,22121,,31206,,,,,,,
,29573,,22097,,31143,,,,,,,
,29574,,22092,,31103,,,,,,,
,29574,,22086,,31083,,,,,,,
,29574,,22560,,32534,,,,,,,
,29572,,22087,,31081,,,,,,,
,29572,,22089,,31087,,,,,,,
,29575,,22099,,31107,,,,,,,
,29578,,22103,,31131,,,,,,,
,29574,,22122,,31145,,,,,,,
,29574,,22399,,32102,,,,,,,
,29573,,22130,,31190,,,,,,,
,29569,,22144,,31220,,,,,,,
,29559,,22156,,31238,,,,,,,
,29556,,22164,,31282,,,,,,,
,29555,,22177,,31306,,,,,,,
,29555,,22183,,31386,,,,,,,
,29549,,22199,,31342,,,,,,,
,29548,,22204,,31378,,,,,,,
,29543,,22211,,31416,,,,,,,
,29547,,22217,,31439,,,,,,,
,29537,,22222,,31465,,,,,,,
,29537,,22086,,31083,,,,,,,
,29535,,22230,,31481,,,,,,,
,29542,,22236,,31497,,,,,,,
,29546,,22238,,31511,,,,,,,
,29533,,22243,,31531,,,,,,,
,29533,,22240,,31530,,,,,,,
,29533,,22122,,31145,,,,,,,
,29533,,22247,,31550,,,,,,,
,29532,,22251,,31559,,,,,,,
,29536,,22252,,31565,,,,,,,
,29531,,22256,,31584,,,,,,,
,29533,,22262,,31588,,,,,,,
,29533,,22177,,31306,,,,,,,
,29532,,22263,,31598,,,,,,,
,29525,,22199,,31342,,,,,,,
,29525,,22268,,31633,,,,,,,
,29515,,22284,,31631,,,,,,,
,29509,,22269,,31648,,,,,,,
,29509,,22301,,31697,,,,,,,
,29508,,22222,,31465,,,,,,,
,29498,,22295,,31709,,,,,,,
,29509,,22308,,31732,,,,,,,
,29504,,22309,,31751,,,,,,,
,29493,,22327,,31778,,,,,,,
,29493,,22339,,31803,,,,,,,
,29483,,22240,,31530,,,,,,,
,29478,,22337,,31834,,,,,,,
,29467,,22346,,31862,,,,,,,
,29454,,22354,,31898,,,,,,,
,29440,,22363,,31914,,,,,,,
,29440,,22361,,31949,,,,,,,
,29436,,22262,,31588,,,,,,,
,29432,,22377,,31962,,,,,,,
,29430,,22380,,31985,,,,,,,
,29429,,22389,,32014,,,,,,,
,29421,,22391,,32037,,,,,,,
,29421,,22404,,32059,,,,,,,
,29417,,22301,,31697,,,,,,,
,29419,,22412,,32077,,,,,,,
,29426,,22415,,32097,,,,,,,
,29416,,22419,,32113,,,,,,,
,29418,,22418,,32128,,,,,,,
,29418,,22438,,32145,,,,,,,
,29412,,22339,,31803,,,,,,,
,29402,,22444,,32163,,,,,,,
,29404,,22449,,32182,,,,,,,
,29408,,22440,,32201,,,,,,,
,29396,,22456,,32215,,,,,,,
,29396,,22451,,32221,,,,,,,
,29402,,22361,,31949,,,,,,,
,29401,,22467,,32237,,,,,,,
,29390,,22472,,32253,,,,,,,
,29398,,22475,,32270,,,,,,,
,29381,,22479,,32285,,,,,,,
,29381,,22391,,32037,,,,,,,
,29384,,22483,,32311,,,,,,,
,29376,,22493,,32313,,,,,,,
,29380,,22495,,32325,,,,,,,
,29380,,22505,,32341,,,,,,,
,29384,,22505,,32379,,,,,,,
,29384,,22418,,32128,,,,,,,
,29379,,22504,,32384,,,,,,,
,29381,,22523,,32412,,,,,,,
,29372,,22530,,32428,,,,,,,
,29369,,22528,,32450,,,,,,,
,29363,,22532,,32467,,,,,,,
,29363,,22456,,32215,,,,,,,
,29355,,22527,,32483,,,,,,,
,29368,,22527,,32470,,,,,,,
,29382,,22535,,32462,,,,,,,
,29403,,22505,,32405,,,,,,,
,29440,,22483,,32323,,,,,,,
,29440,,22479,,32285,,,,,,,
,29469,,22441,,32232,,,,,,,
,29478,,22404,,32107,,,,,,,
,29503,,22368,,31968,,,,,,,
,29513,,22307,,31835,,,,,,,
,29515,,22266,,31678,,,,,,,
,29515,,22505,,32379,,,,,,,
,29527,,22212,,31533,,,,,,,
,29536,,22177,,31404,,,,,,,
,29546,,22144,,31294,,,,,,,
,29560,,22124,,31222,,,,,,,
,29543,,22108,,31153,,,,,,,
,29543,,22532,,32467,,,,,,,
,29538,,22087,,31124,,,,,,,
,29540,,22096,,31116,,,,,,,
,29526,,22094,,31101,,,,,,,
,29540,,22100,,31108,,,,,,,
,29533,,22117,,31147,,,,,,,
,29533,,22483,,32323,,,,,,,
,29535,,22127,,31163,,,,,,,
,29524,,22138,,31201,,,,,,,
,29530,,22152,,31231,,,,,,,
,29522,,22161,,31247,,,,,,,
,29526,,22175,,31285,,,,,,,
,29526,,22266,,31678,,,,,,,
,29522,,22186,,31333,,,,,,,
,29519,,22198,,31375,,,,,,,
,29518,,22213,,31416,,,,,,,
,29505,,22227,,31450,,,,,,,
,29504,,22240,,31478,,,,,,,
,29504,,22108,,31153,,,,,,,
,29510,,22233,,31501,,,,,,,
,29502,,22244,,31534,,,,,,,
,29498,,22251,,31550,,,,,,,
,29502,,22275,,31554,,,,,,,
,29505,,22252,,31564,,,,,,,
,29505,,22117,,31147,,,,,,,
,29526,,22260,,31576,,,,,,,
,29522,,22260,,31588,,,,,,,
,29521,,22266,,31597,,,,,,,
,29520,,22264,,31605,,,,,,,
,29518,,22264,,31591,,,,,,,
,29518,,22175,,31285,,,,,,,
,29514,,22264,,31614,,,,,,,
,29508,,22269,,31613,,,,,,,
,29508,,22272,,31628,,,,,,,
,29507,,22280,,31637,,,,,,,
,29508,,22282,,31654,,,,,,,
,29508,,22240,,31478,,,,,,,
,29500,,22281,,31663,,,,,,,
,29502,,22298,,31714,,,,,,,
,29498,,22307,,31724,,,,,,,
,29496,,22301,,31737,,,,,,,
,29495,,22326,,31762,,,,,,,
,29495,,22252,,31564,,,,,,,
,29493,,22322,,31783,,,,,,,
,29479,,22335,,31812,,,,,,,
,29480,,22334,,31837,,,,,,,
,29469,,22345,,31875,,,,,,,
,29472,,22355,,31892,,,,,,,
,29472,,22264,,31591,,,,,,,
,29469,,22364,,31915,,,,,,,
,29459,,22375,,31950,,,,,,,
,29460,,22373,,31972,,,,,,,
,29456,,22386,,31984,,,,,,,
