,PData,SData,TData,BData,EData,PCData,SCData,TCData,BCData,WData,WCData,YData,YCData
1535,,21352.0,3394.0,28032,2852.0,32767.0,25736.0,3405.0,26920.0,339.0,64877.0,64936.0,62688.0
1536,,21320.0,3398.0,28016,2852.0,32767.0,25712.0,3403.0,26920.0,211.0,65185.0,65182.0,62274.0
1537,,21368.0,3396.0,28056,2851.0,32767.0,25736.0,3404.0,26936.0,248.0,65513.0,65378.0,61997.0
1538,,21376.0,3396.0,28032,2851.0,32767.0,25704.0,3404.0,26928.0,2505.0,57837.0,65227.0,62286.0
1539,,21328.0,3394.0,28048,2852.0,32767.0,25736.0,3405.0,26944.0,2774.0,57825.0,65183.0,62283.0
1540,,21344.0,3396.0,28008,2851.0,32767.0,25744.0,3405.0,26928.0,2499.0,57842.0,65181.0,62257.0
1541,,21296.0,3396.0,28016,2849.0,32767.0,25776.0,3405.0,26936.0,2232.0,57923.0,64965.0,61823.0
1542,,21312.0,3396.0,28048,2851.0,32767.0,25832.0,3404.0,26936.0,2508.0,57889.0,150.0,62113.0
1543,,21312.0,3396.0,28040,2852.0,32767.0,25864.0,3404.0,26920.0,2607.0,58128.0,64974.0,62773.0
1544,,21312.0,3395.0,28040,2851.0,32767.0,25936.0,3405.0,26896.0,2509.0,57735.0,64714.0,62509.0
1545,,21320.0,3396.0,28040,2851.0,32767.0,26000.0,3405.0,26872.0,2399.0,57951.0,64852.0,62712.0
1546,,21312.0,3395.0,28040,2849.0,32767.0,26000.0,3403.0,26880.0,2511.0,57722.0,65091.0,61770.0
1547,,21328.0,3396.0,28040,2851.0,32767.0,26056.0,3404.0,26840.0,2779.0,57769.0,65206.0,62844.0
1548,,21312.0,3396.0,28064,2852.0,32767.0,26088.0,3404.0,26832.0,2504.0,57905.0,64784.0,61954.0
1549,,21280.0,3395.0,28040,2849.0,32767.0,26136.0,3403.0,26808.0,2124.0,58926.0,64811.0,61909.0
1550,,21280.0,3395.0,28048,2851.0,32767.0,26120.0,3404.0,26824.0,2265.0,59592.0,65469.0,61858.0
1551,,21280.0,3396.0,28056,2852.0,32767.0,26160.0,3403.0,26816.0,2338.0,59772.0,164.0,62403.0
1552,,21232.0,3395.0,28064,2849.0,32767.0,26144.0,3404.0,26808.0,2180.0,60273.0,64898.0,62636.0
1553,,21248.0,3396.0,28040,2851.0,32767.0,26160.0,3403.0,26792.0,2259.0,59530.0,64946.0,62639.0
1554,,21248.0,3396.0,28080,2851.0,32767.0,26168.0,3404.0,26792.0,2528.0,57544.0,64975.0,61960.0
1555,,21272.0,3398.0,28064,2849.0,32767.0,26160.0,3404.0,26808.0,2310.0,57358.0,65184.0,62262.0
1556,,21256.0,3396.0,28064,2851.0,32767.0,26152.0,3405.0,26776.0,2523.0,57569.0,65431.0,62507.0
1557,,21288.0,3394.0,28048,2849.0,32767.0,26144.0,3404.0,26784.0,2155.0,59012.0,3.0,61887.0
1558,,21288.0,3395.0,28032,2849.0,32767.0,26208.0,3403.0,26776.0,2173.0,60190.0,65264.0,62849.0
1559,,21360.0,3395.0,28064,2849.0,32767.0,26168.0,3403.0,26760.0,65462.0,65373.0,25.0,61918.0
1560,,21400.0,3396.0,28040,2853.0,32767.0,26144.0,3404.0,26792.0,2490.0,58109.0,65150.0,62731.0
1561,,21408.0,3396.0,27992,2851.0,32767.0,26160.0,3404.0,26784.0,2448.0,60182.0,161.0,62342.0
1562,,21424.0,3395.0,28016,2848.0,32767.0,26144.0,3404.0,26768.0,2178.0,60217.0,65203.0,62281.0
1563,,21464.0,3395.0,28008,2846.0,32767.0,26120.0,3403.0,26800.0,65415.0,65088.0,65169.0,62724.0
1564,,21496.0,3396.0,27984,2852.0,32767.0,26112.0,3401.0,26800.0,2289.0,59424.0,65110.0,61946.0
1565,,21496.0,3398.0,28000,2849.0,32767.0,26120.0,3404.0,26800.0,12.0,64897.0,65194.0,62259.0
1566,,21536.0,3395.0,27976,2849.0,32767.0,26104.0,3404.0,26800.0,2277.0,59937.0,65212.0,62292.0
1567,,21504.0,3396.0,27992,2849.0,32767.0,26136.0,3400.0,26840.0,2461.0,59189.0,64907.0,61949.0
1568,,21560.0,3396.0,27984,2848.0,32767.0,26112.0,3403.0,26816.0,2396.0,59167.0,65219.0,62307.0
1569,,21568.0,3396.0,27968,2852.0,32767.0,26096.0,3401.0,26848.0,2566.0,58699.0,64793.0,62375.0
1570,,21560.0,3396.0,27992,2851.0,32767.0,26088.0,3403.0,26832.0,2446.0,58727.0,77.0,62291.0
1571,,21584.0,3396.0,27976,2849.0,32767.0,26080.0,3401.0,26824.0,2234.0,58353.0,64743.0,62388.0
1572,,21544.0,3395.0,27984,2849.0,32767.0,26072.0,3404.0,26824.0,2485.0,58216.0,101.0,62227.0
1573,,21568.0,3394.0,27976,2849.0,32767.0,26088.0,3401.0,26808.0,2444.0,58567.0,65020.0,61866.0
1574,,21568.0,3398.0,27976,2849.0,32767.0,26104.0,3403.0,26816.0,2461.0,58329.0,65482.0,62696.0
1575,,21536.0,3396.0,27968,2848.0,32767.0,26088.0,3403.0,26840.0,2509.0,58075.0,138.0,62392.0
1576,,21544.0,3398.0,27976,2851.0,32767.0,26080.0,3401.0,26816.0,2473.0,58376.0,64684.0,62254.0
1577,,21560.0,3396.0,27992,2846.0,32767.0,26080.0,3403.0,26824.0,2244.0,58758.0,64704.0,62400.0
1578,,21544.0,3395.0,27976,2848.0,32767.0,26088.0,3404.0,26824.0,2462.0,58547.0,129.0,62149.0
1579,,21536.0,3396.0,27976,2849.0,32767.0,26056.0,3403.0,26792.0,2230.0,58749.0,65345.0,61827.0
1580,,21552.0,3396.0,28000,2849.0,32767.0,26064.0,3403.0,26840.0,2454.0,58592.0,64820.0,62634.0
1581,,21544.0,3396.0,28000,2848.0,32767.0,26048.0,3403.0,26832.0,2406.0,59428.0,65412.0,61879.0
1582,,21496.0,3398.0,28000,2849.0,32767.0,26056.0,3401.0,26840.0,2374.0,59323.0,65032.0,62779.0
1583,,21520.0,3396.0,28008,2851.0,32767.0,26048.0,3403.0,26832.0,2518.0,59748.0,121.0,62252.0
1584,,21520.0,3396.0,27984,2851.0,32767.0,26000.0,3403.0,26824.0,2362.0,59307.0,64768.0,62467.0
1585,,21512.0,3398.0,28000,2849.0,32767.0,25992.0,3401.0,26856.0,2111.0,59198.0,52.0,62467.0
1586,,21520.0,3396.0,27992,2848.0,32767.0,26008.0,3403.0,26824.0,2357.0,59322.0,64796.0,62150.0
1587,,21520.0,3396.0,27984,2849.0,32767.0,25968.0,3401.0,26840.0,2508.0,59571.0,64797.0,62107.0
1588,,21536.0,3395.0,27992,2849.0,32767.0,25992.0,3401.0,26848.0,2365.0,59315.0,23.0,62542.0
1589,,21504.0,3398.0,28000,2851.0,32767.0,25984.0,3401.0,26864.0,2656.0,59266.0,43.0,62129.0
1590,,21544.0,3398.0,27984,2849.0,32767.0,25960.0,3400.0,26864.0,2335.0,59447.0,64754.0,62278.0
1591,,21504.0,3398.0,27984,2851.0,32767.0,25960.0,3403.0,26872.0,2062.0,59683.0,65365.0,62712.0
1592,,21496.0,3396.0,28000,2849.0,32767.0,25920.0,3403.0,26872.0,2328.0,59483.0,64919.0,61958.0
1593,,21512.0,3398.0,27984,2848.0,32767.0,25904.0,3401.0,26864.0,2208.0,59192.0,65018.0,61909.0
1594,,21504.0,3398.0,27984,2851.0,32767.0,25912.0,3401.0,26872.0,2319.0,59532.0,65371.0,62681.0
1595,,21536.0,3396.0,28000,2848.0,32767.0,25888.0,3398.0,26872.0,2041.0,59376.0,64769.0,62209.0
1596,,21552.0,3398.0,28000,2851.0,32767.0,25880.0,3401.0,26856.0,2316.0,59534.0,13.0,62104.0
1597,,21512.0,3399.0,27984,2852.0,32767.0,25832.0,3401.0,26896.0,2542.0,59185.0,64800.0,62123.0
1598,,21488.0,3399.0,27992,2851.0,32767.0,25872.0,3401.0,26872.0,2353.0,59257.0,72.0,62393.0
1599,,21480.0,3398.0,28000,2848.0,32767.0,25848.0,3401.0,26888.0,2247.0,59231.0,65344.0,62693.0
1600,,21488.0,3399.0,28000,2848.0,32767.0,25848.0,3403.0,26880.0,2296.0,59586.0,65089.0,61893.0
1601,,21496.0,3398.0,28024,2848.0,32767.0,25824.0,3403.0,26904.0,2425.0,59902.0,64872.0,62582.0
1602,,21496.0,3398.0,28008,2851.0,32767.0,25840.0,3400.0,26920.0,2280.0,59734.0,65440.0,61974.0
1603,,21472.0,3400.0,27992,2851.0,32767.0,25832.0,3404.0,26912.0,2097.0,59155.0,68.0,62323.0
1604,,21440.0,3399.0,28008,2852.0,32767.0,25816.0,3400.0,26888.0,2496.0,58059.0,64960.0,62664.0
1605,,21464.0,3398.0,28016,2849.0,32767.0,25840.0,3404.0,26912.0,2411.0,59943.0,64776.0,62536.0
1606,,21432.0,3398.0,28000,2851.0,32767.0,25808.0,3401.0,26920.0,2510.0,57813.0,74.0,62164.0
1607,,21456.0,3396.0,28024,2849.0,32767.0,25784.0,3403.0,26920.0,2780.0,57583.0,155.0,62233.0
1608,,21408.0,3399.0,28008,2849.0,32767.0,25792.0,3400.0,26912.0,2522.0,57590.0,64994.0,62585.0
1609,,21440.0,3398.0,28008,2846.0,32767.0,25760.0,3401.0,26928.0,2273.0,57696.0,158.0,62481.0
1610,,21448.0,3398.0,28000,2851.0,32767.0,25800.0,3403.0,26936.0,2512.0,57560.0,64678.0,62101.0
1611,,21448.0,3399.0,28008,2851.0,32767.0,25744.0,3401.0,26928.0,2255.0,57657.0,64751.0,61957.0
1612,,21440.0,3399.0,28024,2849.0,32767.0,25744.0,3401.0,26936.0,2517.0,57621.0,103.0,62630.0
1613,,21432.0,3400.0,28016,2849.0,32767.0,25768.0,3398.0,26928.0,2726.0,57865.0,64636.0,62369.0
1614,,21432.0,3398.0,28024,2849.0,32767.0,25768.0,3401.0,26920.0,2354.0,59260.0,170.0,62517.0
1615,,21424.0,3399.0,28016,2849.0,32767.0,25736.0,3398.0,26928.0,2404.0,59686.0,65356.0,61793.0
1616,,21408.0,3399.0,28016,2849.0,32767.0,25744.0,3401.0,26920.0,2295.0,59558.0,64767.0,62677.0
1617,,21384.0,3399.0,28048,2849.0,32767.0,25768.0,3400.0,26936.0,2083.0,59190.0,65332.0,61904.0
1618,,21376.0,3399.0,28048,2851.0,32767.0,25776.0,3401.0,26920.0,2337.0,59381.0,65125.0,62738.0
1619,,21392.0,3399.0,28016,2851.0,32767.0,25864.0,3398.0,26944.0,2337.0,59773.0,64793.0,62583.0
1620,,21392.0,3398.0,28024,2851.0,32767.0,25912.0,3400.0,26912.0,2326.0,59507.0,109.0,62221.0
1621,,21368.0,3398.0,28032,2851.0,32767.0,25952.0,3400.0,26880.0,2258.0,59175.0,64883.0,62006.0
1622,,21360.0,3396.0,28056,2849.0,32767.0,26008.0,3398.0,26872.0,2236.0,59871.0,65377.0,62673.0
1623,,21360.0,3399.0,28064,2849.0,32767.0,26040.0,3401.0,26848.0,2453.0,59627.0,65360.0,62689.0
1624,,21344.0,3399.0,28040,2848.0,32767.0,26080.0,3398.0,26824.0,2275.0,59807.0,65062.0,61913.0
1625,,21312.0,3398.0,28056,2851.0,32767.0,26096.0,3398.0,26824.0,2498.0,59280.0,65502.0,62519.0
1626,,21296.0,3398.0,28080,2851.0,32767.0,26136.0,3400.0,26832.0,2426.0,58658.0,64765.0,62237.0
1627,,21296.0,3400.0,28048,2851.0,32767.0,26144.0,3401.0,26816.0,1964.0,59778.0,64.0,62436.0
1628,,21304.0,3400.0,28032,2849.0,32767.0,26152.0,3400.0,26808.0,2172.0,60343.0,64773.0,62322.0
1629,,21288.0,3400.0,28072,2851.0,32767.0,26152.0,3403.0,26808.0,2593.0,59572.0,65008.0,62648.0
1630,,21296.0,3400.0,28080,2852.0,32767.0,26184.0,3400.0,26800.0,2369.0,59210.0,65505.0,62021.0
1631,,21272.0,3400.0,28064,2851.0,32767.0,26152.0,3400.0,26808.0,2552.0,59671.0,68.0,62059.0
1632,,21312.0,3400.0,28080,2849.0,32767.0,26152.0,3400.0,26808.0,2330.0,59364.0,64807.0,62579.0
1633,,21312.0,3403.0,28056,2849.0,32767.0,26168.0,3397.0,26800.0,2479.0,59155.0,65150.0,61862.0
1634,,21288.0,3399.0,28040,2848.0,32767.0,26160.0,3398.0,26808.0,2333.0,59377.0,65196.0,62738.0
1635,,21376.0,3398.0,28048,2848.0,32767.0,26152.0,3401.0,26824.0,2352.0,59734.0,50.0,62453.0
1636,,21360.0,3399.0,28032,2849.0,32767.0,26152.0,3400.0,26800.0,2367.0,59215.0,64756.0,62361.0
1637,,21400.0,3400.0,28040,2849.0,32767.0,26152.0,3400.0,26832.0,2351.0,59616.0,64805.0,62100.0
1638,,21464.0,3400.0,28000,2849.0,32767.0,26152.0,3400.0,26816.0,2357.0,59252.0,68.0,62406.0
1639,,21448.0,3399.0,28008,2849.0,32767.0,26120.0,3398.0,26840.0,2616.0,59233.0,64784.0,62109.0
1640,,21456.0,3402.0,28008,2848.0,32767.0,26120.0,3397.0,26848.0,2337.0,59387.0,61.0,62468.0
1641,,21480.0,3399.0,28016,2849.0,32767.0,26128.0,3400.0,26832.0,2586.0,59417.0,65469.0,61976.0
1642,,21480.0,3400.0,28000,2849.0,32767.0,26112.0,3398.0,26848.0,2321.0,59441.0,64825.0,62570.0
1643,,21480.0,3402.0,28008,2849.0,32767.0,26104.0,3398.0,26832.0,2215.0,59772.0,28.0,62102.0
1644,,21536.0,3403.0,28016,2848.0,32767.0,26072.0,3397.0,26840.0,2315.0,59489.0,64885.0,62618.0
1645,,21488.0,3400.0,28000,2849.0,32767.0,26088.0,3398.0,26824.0,2238.0,59372.0,64822.0,62083.0
1646,,21504.0,3402.0,28024,2851.0,32767.0,26072.0,3398.0,26856.0,2311.0,59530.0,35.0,62150.0
1647,,21512.0,3400.0,28040,2848.0,32767.0,26096.0,3398.0,26848.0,2619.0,59427.0,65362.0,62708.0
1648,,21496.0,3399.0,28008,2851.0,32767.0,26056.0,3397.0,26840.0,2328.0,59462.0,64777.0,62183.0
1649,,21528.0,3402.0,28000,2849.0,32767.0,26072.0,3398.0,26840.0,2167.0,59251.0,64893.0,61996.0
1650,,21504.0,3402.0,28040,2849.0,32767.0,26096.0,3395.0,26816.0,2356.0,59245.0,64962.0,62686.0
1651,,21504.0,3402.0,28024,2849.0,32767.0,26072.0,3398.0,26832.0,2114.0,59471.0,65301.0,62717.0
1652,,21488.0,3399.0,28024,2849.0,32767.0,26056.0,3398.0,26824.0,2321.0,59467.0,64796.0,62206.0
1653,,21480.0,3403.0,28016,2851.0,32767.0,26080.0,3395.0,26832.0,2142.0,59215.0,64911.0,62647.0
1654,,21456.0,3402.0,28024,2849.0,32767.0,26040.0,3398.0,26848.0,2278.0,59690.0,65405.0,61944.0
1655,,21464.0,3403.0,28040,2849.0,32767.0,26040.0,3400.0,26864.0,2204.0,60187.0,69.0,62314.0
1656,,21488.0,3400.0,28008,2851.0,32767.0,26032.0,3398.0,26832.0,2308.0,59445.0,64810.0,62130.0
1657,,21440.0,3403.0,28032,2852.0,32767.0,26040.0,3397.0,26840.0,2709.0,58650.0,64863.0,62574.0
1658,,21464.0,3403.0,28040,2849.0,32767.0,26024.0,3397.0,26856.0,2321.0,59487.0,37.0,62135.0
1659,,21424.0,3399.0,28016,2851.0,32767.0,26024.0,3395.0,26856.0,2285.0,59454.0,65335.0,61840.0
1660,,21440.0,3403.0,28024,2852.0,32767.0,26008.0,3398.0,26872.0,2519.0,57607.0,65255.0,62773.0
1661,,21440.0,3402.0,28016,2852.0,32767.0,26008.0,3400.0,26856.0,2522.0,57297.0,8.0,62190.0
1662,,21440.0,3402.0,28008,2849.0,32767.0,25968.0,3400.0,26888.0,2523.0,57557.0,64872.0,62493.0
1663,,21448.0,3402.0,28008,2851.0,32767.0,26000.0,3397.0,26856.0,2316.0,57359.0,172.0,62204.0
1664,,21496.0,3402.0,28024,2851.0,32767.0,25976.0,3398.0,26856.0,2529.0,57545.0,64712.0,62599.0
1665,,21424.0,3403.0,28024,2851.0,32767.0,25960.0,3395.0,26872.0,2748.0,57724.0,183.0,62278.0
1666,,21448.0,3400.0,28016,2849.0,32767.0,25936.0,3398.0,26872.0,2498.0,57748.0,64656.0,62353.0
1667,,21432.0,3403.0,28040,2851.0,32767.0,25912.0,3398.0,26896.0,2438.0,60076.0,64752.0,61967.0
1668,,21440.0,3402.0,28008,2851.0,32767.0,25944.0,3397.0,26872.0,2455.0,58538.0,199.0,62398.0
1669,,21416.0,3403.0,28024,2851.0,32767.0,25952.0,3397.0,26848.0,2440.0,58685.0,65010.0,61809.0
1670,,21384.0,3403.0,28032,2849.0,32767.0,25912.0,3397.0,26872.0,2489.0,58134.0,65333.0,62757.0
1671,,21424.0,3403.0,28032,2849.0,32767.0,25888.0,3397.0,26888.0,2690.0,58278.0,64879.0,62678.0
1672,,21440.0,3402.0,28016,2849.0,32767.0,25880.0,3395.0,26888.0,2493.0,58053.0,65427.0,61894.0
1673,,21432.0,3403.0,28024,2849.0,32767.0,25864.0,3394.0,26904.0,2222.0,58022.0,64683.0,62298.0
1674,,21424.0,3403.0,28040,2849.0,32767.0,25888.0,3397.0,26896.0,2492.0,58131.0,148.0,62269.0
1675,,21392.0,3402.0,28032,2851.0,32767.0,25872.0,3398.0,26912.0,2293.0,58207.0,65454.0,62736.0
1676,,21392.0,3403.0,28032,2851.0,32767.0,25840.0,3395.0,26904.0,2440.0,58574.0,64700.0,62115.0
1677,,21416.0,3405.0,28064,2848.0,32767.0,25856.0,3395.0,26904.0,2141.0,59072.0,64953.0,62750.0
1678,,21384.0,3402.0,28032,2848.0,32767.0,25840.0,3398.0,26912.0,2382.0,59145.0,64930.0,61869.0
1679,,21368.0,3403.0,28056,2851.0,32767.0,25832.0,3393.0,26904.0,2563.0,59436.0,65399.0,62716.0
1680,,21384.0,3405.0,28072,2849.0,32767.0,25832.0,3398.0,26920.0,2357.0,59271.0,64808.0,62057.0
1681,,21360.0,3405.0,28040,2851.0,32767.0,25816.0,3397.0,26928.0,2171.0,59003.0,64764.0,62468.0
1682,,21384.0,3403.0,28064,2849.0,32767.0,25816.0,3395.0,26920.0,2344.0,59353.0,65498.0,61986.0
1683,,21320.0,3405.0,28064,2848.0,32767.0,25784.0,3395.0,26904.0,2026.0,59484.0,65524.0,62046.0
1684,,21328.0,3405.0,28072,2853.0,32767.0,25792.0,3397.0,26904.0,2346.0,59379.0,64861.0,62581.0
1685,,21296.0,3405.0,28072,2849.0,32767.0,25792.0,3395.0,26928.0,2476.0,59188.0,63.0,62326.0
1686,,21272.0,3402.0,28080,2852.0,32767.0,25768.0,3395.0,26936.0,2315.0,59520.0,64823.0,62518.0
1687,,21304.0,3405.0,28080,2849.0,32767.0,25752.0,3394.0,26936.0,2136.0,59227.0,65102.0,61892.0
1688,,21296.0,3402.0,28120,2851.0,32767.0,25752.0,3395.0,26952.0,2331.0,59396.0,65454.0,62631.0
1689,,21272.0,3405.0,28088,2851.0,32767.0,25736.0,3397.0,26928.0,2426.0,59705.0,65493.0,61995.0
1690,,21248.0,3405.0,28048,2848.0,32767.0,25720.0,3395.0,26936.0,2323.0,59418.0,64961.0,62682.0
1691,,21248.0,3405.0,28072,2852.0,32767.0,25736.0,3394.0,26944.0,2340.0,59036.0,65003.0,62704.0
1692,,21216.0,3403.0,28112,2849.0,32767.0,25776.0,3397.0,26944.0,2296.0,59535.0,65333.0,61878.0
1693,,21224.0,3405.0,28120,2851.0,32767.0,25800.0,3395.0,26952.0,2556.0,59682.0,65125.0,61867.0
1694,,21208.0,3403.0,28088,2851.0,32767.0,25840.0,3395.0,26920.0,2422.0,58780.0,65281.0,62705.0
1695,,21256.0,3405.0,28104,2849.0,32767.0,25896.0,3395.0,26896.0,2277.0,58704.0,64814.0,62283.0
1696,,21216.0,3405.0,28104,2849.0,32767.0,25960.0,3397.0,26880.0,2338.0,59334.0,65526.0,62159.0
1697,,21216.0,3406.0,28088,2848.0,32767.0,26000.0,3395.0,26856.0,2361.0,59642.0,65119.0,61840.0
1698,,21184.0,3406.0,28112,2851.0,32767.0,26056.0,3397.0,26848.0,2349.0,59325.0,65197.0,62700.0
1699,,21192.0,3405.0,28112,2851.0,32767.0,26064.0,3394.0,26840.0,2515.0,59117.0,65464.0,62641.0
1700,,21208.0,3406.0,28104,2849.0,32767.0,26096.0,3395.0,26824.0,2187.0,60191.0,65033.0,61883.0
1701,,21136.0,3406.0,28112,2852.0,32767.0,26120.0,3395.0,26824.0,1941.0,60002.0,64783.0,62472.0
1702,,21152.0,3408.0,28120,2851.0,32767.0,26128.0,3394.0,26816.0,2478.0,58204.0,75.0,62476.0
1703,,21160.0,3405.0,28112,2849.0,32767.0,26144.0,3394.0,26808.0,2027.0,59789.0,65499.0,62123.0
1704,,21128.0,3405.0,28112,2851.0,32767.0,26136.0,3394.0,26800.0,2164.0,60494.0,64872.0,62403.0
1705,,21120.0,3405.0,28128,2849.0,32767.0,26152.0,3394.0,26832.0,2123.0,58969.0,65298.0,61940.0
1706,,21136.0,3406.0,28128,2849.0,32767.0,26160.0,3395.0,26792.0,2391.0,59170.0,65092.0,62650.0
1707,,21136.0,3405.0,28128,2851.0,32767.0,26136.0,3393.0,26800.0,2283.0,58918.0,65524.0,62157.0
1708,,21136.0,3409.0,28120,2849.0,32767.0,26184.0,3394.0,26832.0,2342.0,59460.0,64891.0,62658.0
1709,,21160.0,3406.0,28112,2848.0,32767.0,26144.0,3397.0,26800.0,2302.0,58985.0,65067.0,61888.0
1710,,21168.0,3408.0,28128,2848.0,32767.0,26152.0,3395.0,26808.0,2372.0,59225.0,65426.0,62669.0
1711,,21224.0,3406.0,28088,2849.0,32767.0,26128.0,3395.0,26784.0,2188.0,59387.0,65069.0,61888.0
1712,,21272.0,3405.0,28104,2849.0,32767.0,26112.0,3394.0,26792.0,2368.0,59258.0,65394.0,62688.0
1713,,21280.0,3406.0,28080,2851.0,32767.0,26120.0,3395.0,26816.0,2094.0,59235.0,83.0,62220.0
1714,,21280.0,3405.0,28080,2849.0,32767.0,26080.0,3395.0,26832.0,2333.0,59421.0,64796.0,62151.0
1715,,21296.0,3405.0,28072,2849.0,32767.0,26080.0,3395.0,26840.0,2113.0,59258.0,65206.0,61871.0
1716,,21336.0,3405.0,28088,2851.0,32767.0,26040.0,3393.0,26840.0,2311.0,59562.0,65152.0,62743.0
1717,,21304.0,3406.0,28064,2852.0,32767.0,26072.0,3393.0,26832.0,2680.0,59057.0,65171.0,61883.0
1718,,21312.0,3405.0,28080,2849.0,32767.0,26056.0,3394.0,26840.0,2491.0,58108.0,65328.0,62695.0
1719,,21352.0,3408.0,28056,2846.0,32767.0,26056.0,3393.0,26848.0,2303.0,59358.0,64876.0,62585.0
1720,,21328.0,3406.0,28064,2849.0,32767.0,26072.0,3394.0,26848.0,2248.0,60027.0,65480.0,61963.0
1721,,21360.0,3408.0,28064,2849.0,32767.0,26056.0,3394.0,26816.0,2692.0,58154.0,64863.0,62031.0
1722,,21344.0,3408.0,28072,2849.0,32767.0,26064.0,3394.0,26824.0,2528.0,57590.0,65529.0,62490.0
1723,,21344.0,3406.0,28072,2849.0,32767.0,26072.0,3391.0,26848.0,2594.0,57268.0,65268.0,62716.0
1724,,21328.0,3408.0,28064,2849.0,32767.0,26064.0,3395.0,26840.0,2527.0,57483.0,64791.0,61976.0
1725,,21344.0,3408.0,28080,2849.0,32767.0,26040.0,3393.0,26848.0,2580.0,57767.0,64655.0,62424.0
1726,,21304.0,3408.0,28088,2851.0,32767.0,26064.0,3394.0,26840.0,2538.0,57413.0,103.0,62028.0
1727,,21352.0,3409.0,28088,2849.0,32767.0,26024.0,3393.0,26832.0,2688.0,57170.0,167.0,62465.0
1728,,21312.0,3408.0,28072,2851.0,32767.0,26032.0,3394.0,26840.0,2534.0,57380.0,64659.0,62250.0
1729,,21304.0,3411.0,28096,2846.0,32767.0,26016.0,3393.0,26832.0,2372.0,57581.0,64641.0,62333.0
1730,,21304.0,3408.0,28080,2848.0,32767.0,26000.0,3391.0,26864.0,2532.0,57356.0,65477.0,61841.0
1731,,21304.0,3408.0,28104,2846.0,32767.0,26016.0,3393.0,26848.0,2655.0,57108.0,38.0,61921.0
1732,,21288.0,3406.0,28112,2849.0,32767.0,26000.0,3393.0,26872.0,2537.0,57313.0,64899.0,62789.0
1733,,21288.0,3409.0,28096,2851.0,32767.0,25992.0,3393.0,26856.0,2257.0,57287.0,64774.0,62623.0
1734,,21296.0,3408.0,28096,2849.0,32767.0,25992.0,3394.0,26848.0,2537.0,57251.0,65492.0,61838.0
1735,,21296.0,3408.0,28112,2848.0,32767.0,25952.0,3394.0,26872.0,2776.0,57097.0,65075.0,61750.0
1736,,21272.0,3409.0,28104,2849.0,32767.0,25952.0,3394.0,26856.0,2531.0,57218.0,65458.0,62810.0
1737,,21296.0,3406.0,28112,2849.0,32767.0,25936.0,3394.0,26888.0,2800.0,57268.0,65114.0,62872.0
1738,,21312.0,3409.0,28104,2848.0,32767.0,25920.0,3391.0,26872.0,2542.0,57210.0,65113.0,61744.0
1739,,21296.0,3409.0,28072,2851.0,32767.0,25888.0,3393.0,26888.0,2449.0,57472.0,37.0,62735.0
1740,,21296.0,3409.0,28080,2851.0,32767.0,25912.0,3394.0,26888.0,2532.0,57210.0,64858.0,61832.0
1741,,21272.0,3411.0,28056,2851.0,32767.0,25888.0,3393.0,26888.0,2515.0,56929.0,65474.0,61831.0
1742,,21304.0,3408.0,28072,2848.0,32767.0,25880.0,3395.0,26912.0,2532.0,57212.0,64869.0,62769.0
1743,,21296.0,3411.0,28096,2848.0,32767.0,25904.0,3394.0,26888.0,2290.0,57327.0,64672.0,62566.0
1744,,21280.0,3409.0,28088,2849.0,32767.0,25856.0,3393.0,26912.0,2553.0,57211.0,136.0,62038.0
1745,,21336.0,3409.0,28104,2848.0,32767.0,25840.0,3393.0,26912.0,2779.0,57340.0,64962.0,61773.0
1746,,21312.0,3409.0,28112,2849.0,32767.0,25848.0,3393.0,26912.0,2519.0,57213.0,65431.0,62826.0
1747,,21312.0,3411.0,28088,2848.0,32767.0,25840.0,3394.0,26928.0,2339.0,57025.0,23.0,62714.0
1748,,21264.0,3408.0,28080,2851.0,32767.0,25840.0,3394.0,26904.0,2560.0,57237.0,64626.0,62378.0
1749,,21264.0,3408.0,28104,2851.0,32767.0,25832.0,3391.0,26912.0,2504.0,57472.0,64636.0,62417.0
1750,,21280.0,3408.0,28096,2848.0,32767.0,25800.0,3393.0,26928.0,2542.0,57183.0,219.0,62273.0
1751,,21288.0,3409.0,28088,2851.0,32767.0,25808.0,3393.0,26912.0,2641.0,56969.0,204.0,62180.0
1752,,21248.0,3411.0,28088,2851.0,32767.0,25784.0,3393.0,26936.0,2511.0,57228.0,65189.0,62879.0
1753,,21264.0,3409.0,28120,2851.0,32767.0,25784.0,3391.0,26920.0,2687.0,57445.0,65035.0,62863.0
1754,,21280.0,3409.0,28088,2849.0,32767.0,25760.0,3393.0,26920.0,2582.0,57246.0,65014.0,61779.0
1755,,21272.0,3411.0,28096,2851.0,32767.0,25760.0,3393.0,26928.0,2324.0,57397.0,178.0,62153.0
1756,,21280.0,3408.0,28112,2849.0,32767.0,25760.0,3391.0,26920.0,2502.0,57240.0,64697.0,62611.0
1757,,21232.0,3409.0,28120,2848.0,32767.0,25752.0,3393.0,26936.0,2677.0,57465.0,65156.0,61739.0
1758,,21240.0,3411.0,28104,2849.0,32767.0,25744.0,3393.0,26912.0,2478.0,57230.0,66.0,62685.0
1759,,21216.0,3412.0,28112,2851.0,32767.0,25728.0,3393.0,26928.0,2699.0,57019.0,29.0,61906.0
