pat,red,ir,real_imp,img_imp,temp,env
22599,20021.0,30384.0,48881.0,3939.0,,
22603,20031.0,30394.0,48885.0,3975.0,,
22598,20023.0,30394.0,48895.0,3982.0,,
22598,20029.0,30386.0,48874.0,3940.0,,
22591,20018.0,30385.0,48890.0,3927.0,,
22594,20023.0,30400.0,48868.0,3933.0,,
22565,20032.0,30402.0,48880.0,3899.0,,
22565,20024.0,30409.0,48886.0,3926.0,,
22565,20032.0,30401.0,48890.0,3945.0,,
22572,20025.0,30407.0,48886.0,3925.0,,
22577,20027.0,30415.0,48883.0,3939.0,,
22577,20017.0,30400.0,48897.0,3982.0,,
22564,20020.0,30422.0,48861.0,3890.0,,
22597,20016.0,30409.0,48873.0,3934.0,,
22598,20016.0,30422.0,48876.0,3949.0,,
22598,20028.0,30419.0,48885.0,3941.0,,
22592,20022.0,30422.0,48888.0,3937.0,,
22588,20024.0,30422.0,48901.0,3993.0,,
22595,20022.0,30422.0,48914.0,3949.0,,
22595,20020.0,30439.0,48884.0,3925.0,,
22603,20015.0,30431.0,48898.0,3941.0,,
22620,20011.0,30429.0,48875.0,3937.0,,
22625,20021.0,30430.0,48890.0,3990.0,,
22625,20016.0,30442.0,48893.0,3953.0,,
22630,20019.0,30424.0,48891.0,3953.0,,
22581,20027.0,30444.0,48889.0,3941.0,,
22622,20015.0,30439.0,48884.0,3953.0,,
22622,20020.0,30447.0,48900.0,3931.0,,
22609,20017.0,30430.0,48883.0,3932.0,,
22597,20018.0,30439.0,48903.0,3971.0,,
22585,20019.0,30430.0,48876.0,3890.0,,
22585,20006.0,30426.0,48900.0,3967.0,,
22617,20006.0,30423.0,48893.0,3943.0,,
22605,20015.0,30418.0,48886.0,3930.0,,
22617,20007.0,30419.0,48880.0,3941.0,,
22617,20004.0,30416.0,48878.0,3940.0,,
22617,20000.0,30412.0,48888.0,3912.0,,
22607,19999.0,30414.0,48894.0,3982.0,,
22603,20011.0,30432.0,48880.0,3932.0,,
22603,20003.0,30425.0,48892.0,3942.0,,
22596,20004.0,30424.0,48891.0,3976.0,,
22596,20005.0,30438.0,48884.0,3930.0,,
22529,20021.0,30436.0,48889.0,3950.0,,
22529,20016.0,30452.0,48873.0,3942.0,,
22574,20013.0,30450.0,48876.0,3939.0,,
22561,20009.0,30448.0,48880.0,3916.0,,
22580,20013.0,30448.0,48888.0,3931.0,,
22580,20014.0,30457.0,48890.0,3980.0,,
22544,20021.0,30453.0,48875.0,3884.0,,
22582,20005.0,30461.0,48891.0,3980.0,,
22590,20011.0,30458.0,48901.0,3976.0,,
22590,20013.0,30458.0,48878.0,3913.0,,
22588,20009.0,30465.0,48879.0,3959.0,,
22568,20016.0,30465.0,48882.0,3943.0,,
22567,20003.0,30456.0,48866.0,3902.0,,
22567,20006.0,30453.0,48881.0,3959.0,,
22574,20002.0,30448.0,48879.0,3955.0,,
22573,19997.0,30450.0,48880.0,3909.0,,
22574,20003.0,30458.0,48906.0,3972.0,,
22574,19997.0,30452.0,48897.0,3987.0,,
22543,19997.0,30453.0,48898.0,3950.0,,
22539,19996.0,30475.0,48878.0,3945.0,,
22541,19996.0,30477.0,48894.0,3961.0,,
22541,20003.0,30474.0,48874.0,3918.0,,
22571,20003.0,30470.0,48895.0,3983.0,,
22588,20003.0,30479.0,48896.0,4005.0,,
22585,19997.0,30472.0,48911.0,3946.0,,
22585,19991.0,30478.0,48904.0,3944.0,,
22576,20001.0,30467.0,48910.0,3987.0,,
22528,19997.0,30478.0,48896.0,3905.0,,
22534,19997.0,30478.0,48895.0,3939.0,,
22534,19993.0,30476.0,48904.0,3952.0,,
22570,19996.0,30488.0,48896.0,3919.0,,
22575,20003.0,30497.0,48892.0,3952.0,,
22575,19999.0,30495.0,48893.0,3981.0,,
22575,19990.0,30504.0,48887.0,3948.0,,
22592,19995.0,30489.0,48912.0,3987.0,,
22589,19994.0,30497.0,48901.0,3986.0,,
22501,20005.0,30498.0,48898.0,3907.0,,
22501,19990.0,30492.0,48898.0,3954.0,,
22566,19997.0,30492.0,48898.0,3920.0,,
22570,20003.0,30493.0,48885.0,3932.0,,
22591,19989.0,30496.0,48886.0,3954.0,,
22591,19994.0,30497.0,48898.0,3960.0,,
22604,19999.0,30500.0,48895.0,3921.0,,
22600,19991.0,30516.0,48898.0,3942.0,,
22596,19995.0,30511.0,48902.0,3988.0,,
22596,19994.0,30515.0,48891.0,3940.0,,
22592,19988.0,30503.0,48896.0,3932.0,,
22591,19994.0,30502.0,48903.0,3938.0,,
22595,19991.0,30505.0,48890.0,3908.0,,
22595,19984.0,30512.0,48879.0,3931.0,,
22594,20000.0,30507.0,48897.0,3994.0,,
22598,19980.0,30496.0,48891.0,3948.0,,
22596,19991.0,30487.0,48885.0,3950.0,,
22596,19974.0,30483.0,48884.0,3941.0,,
22548,19977.0,30505.0,48901.0,3924.0,,
22548,19991.0,30497.0,48906.0,3982.0,,
22551,19997.0,30498.0,48899.0,3976.0,,
22551,19989.0,30520.0,48898.0,3948.0,,
22563,19981.0,30520.0,48896.0,3954.0,,
22593,19989.0,30516.0,48899.0,3947.0,,
22575,20000.0,30521.0,48893.0,3943.0,,
22575,19994.0,30522.0,48889.0,3988.0,,
22567,20003.0,30532.0,48893.0,3986.0,,
22532,20003.0,30545.0,48887.0,3920.0,,
22525,19997.0,30541.0,48897.0,3954.0,,
22525,19995.0,30532.0,48889.0,3978.0,,
22558,19993.0,30547.0,48892.0,3938.0,,
22563,19986.0,30536.0,48888.0,3935.0,,
22571,19989.0,30529.0,48891.0,3926.0,,
22571,19983.0,30538.0,48877.0,3901.0,,
22569,19991.0,30523.0,48889.0,3935.0,,
22555,19988.0,30533.0,48895.0,3960.0,,
22540,19986.0,30534.0,48876.0,3913.0,,
22540,19977.0,30539.0,48894.0,3973.0,,
22543,19985.0,30541.0,48889.0,3994.0,,
22563,19982.0,30524.0,48884.0,3910.0,,
22572,19984.0,30543.0,48896.0,3947.0,,
22572,19994.0,30536.0,48882.0,3913.0,,
22570,19975.0,30541.0,48881.0,3908.0,,
22556,19979.0,30534.0,48895.0,3941.0,,
22518,19993.0,30542.0,48889.0,3941.0,,
22518,19985.0,30540.0,48869.0,3939.0,,
22552,19985.0,30555.0,48884.0,3925.0,,
22549,19982.0,30557.0,48884.0,3976.0,,
22554,19988.0,30556.0,48888.0,3932.0,,
22554,19983.0,30563.0,48888.0,3973.0,,
22549,19988.0,30564.0,48892.0,3978.0,,
22544,19982.0,30555.0,48884.0,3905.0,,
22511,19987.0,30551.0,48879.0,3924.0,,
22511,19976.0,30543.0,48898.0,3941.0,,
22498,19980.0,30550.0,48862.0,3889.0,,
22494,19972.0,30564.0,48872.0,3931.0,,
22500,19977.0,30560.0,48885.0,3942.0,,
22500,19976.0,30577.0,48876.0,3927.0,,
22533,19978.0,30571.0,48899.0,3983.0,,
22540,19978.0,30560.0,48878.0,3937.0,,
22540,19976.0,30563.0,48887.0,3891.0,,
22540,19975.0,30568.0,48900.0,3931.0,,
22552,19986.0,30566.0,48890.0,3922.0,,
22520,19975.0,30581.0,48884.0,3921.0,,
22510,19971.0,30572.0,48882.0,3984.0,,
22510,19977.0,30586.0,48893.0,3979.0,,
22546,19976.0,30589.0,48858.0,3871.0,,
22549,19981.0,30581.0,48872.0,3933.0,,
22552,19978.0,30583.0,48878.0,3984.0,,
22552,19979.0,30588.0,48876.0,3904.0,,
22498,19978.0,30599.0,48892.0,3965.0,,
22524,19985.0,30593.0,48890.0,3935.0,,
22512,19987.0,30586.0,48882.0,3934.0,,
22512,19973.0,30600.0,48881.0,3941.0,,
22520,19972.0,30591.0,48890.0,3963.0,,
22553,19981.0,30604.0,48863.0,3904.0,,
22549,19970.0,30584.0,48888.0,3980.0,,
22549,19976.0,30590.0,48891.0,3978.0,,
22547,19975.0,30590.0,48863.0,3889.0,,
22545,19971.0,30594.0,48897.0,3968.0,,
22523,19968.0,30602.0,48880.0,3932.0,,
22523,19978.0,30617.0,48895.0,3939.0,,
22543,19976.0,30597.0,48887.0,3940.0,,
22546,19975.0,30629.0,48887.0,3942.0,,
22544,19978.0,30623.0,48877.0,3905.0,,
22544,19985.0,30624.0,48880.0,3943.0,,
22541,19986.0,30633.0,48884.0,3983.0,,
22433,19998.0,30625.0,48876.0,3925.0,,
22512,19982.0,30617.0,48884.0,3943.0,,
22512,19980.0,30630.0,48879.0,3943.0,,
22497,19971.0,30640.0,48887.0,3924.0,,
22487,19975.0,30635.0,48900.0,3930.0,,
22523,19968.0,30616.0,48884.0,3921.0,,
22523,19976.0,30623.0,48881.0,3931.0,,
22530,19964.0,30626.0,48880.0,3958.0,,
22536,19974.0,30626.0,48888.0,3943.0,,
22530,19973.0,30630.0,48876.0,3909.0,,
22530,19974.0,30621.0,48882.0,3971.0,,
22504,19969.0,30625.0,48884.0,3981.0,,
22494,19966.0,30627.0,48884.0,3932.0,,
22497,19976.0,30615.0,48894.0,3934.0,,
22497,19977.0,30639.0,48893.0,3921.0,,
22518,19965.0,30640.0,48878.0,3902.0,,
22522,19973.0,30641.0,48891.0,3928.0,,
22514,19972.0,30635.0,48902.0,3984.0,,
22514,19966.0,30644.0,48882.0,3942.0,,
22487,19971.0,30645.0,48870.0,3935.0,,
22482,19963.0,30660.0,48893.0,3985.0,,
22478,19970.0,30644.0,48880.0,3913.0,,
22478,19972.0,30656.0,48890.0,3940.0,,
22523,19965.0,30648.0,48888.0,3939.0,,
22519,19960.0,30648.0,48889.0,3924.0,,
22526,19959.0,30641.0,48893.0,3983.0,,
22526,19963.0,30645.0,48894.0,3928.0,,
22520,19960.0,30653.0,48892.0,3938.0,,
22520,19957.0,30653.0,48895.0,3985.0,,
22477,19957.0,30673.0,48889.0,3948.0,,
22477,19959.0,30660.0,48877.0,3898.0,,
22497,19960.0,30656.0,48890.0,3939.0,,
22506,19956.0,30667.0,48870.0,3932.0,,
22529,19963.0,30669.0,48891.0,3891.0,,
22529,19964.0,30677.0,48902.0,3968.0,,
22471,19977.0,30678.0,48893.0,3970.0,,
22522,19967.0,30682.0,48895.0,3943.0,,
22518,19973.0,30677.0,48887.0,3951.0,,
22518,19961.0,30675.0,48887.0,3917.0,,
22503,19959.0,30676.0,48876.0,3897.0,,
22523,19953.0,30679.0,48878.0,3927.0,,
22527,19960.0,30672.0,48887.0,3950.0,,
22527,19959.0,30671.0,48889.0,3914.0,,
22531,19952.0,30663.0,48896.0,3941.0,,
22524,19953.0,30660.0,48888.0,3935.0,,
22517,19968.0,30667.0,48897.0,3936.0,,
22517,19963.0,30668.0,48897.0,3975.0,,
22468,19967.0,30668.0,48892.0,3917.0,,
22478,19959.0,30669.0,48858.0,3857.0,,
22480,19966.0,30679.0,48884.0,3945.0,,
22480,19971.0,30699.0,48885.0,3943.0,,
22505,19965.0,30700.0,48878.0,3905.0,,
22504,19971.0,30705.0,48898.0,3974.0,,
22509,19967.0,30710.0,48893.0,3976.0,,
22509,19965.0,30718.0,48881.0,3901.0,,
22483,19973.0,30712.0,48900.0,3942.0,,
22478,19966.0,30721.0,48904.0,3955.0,,
22510,19970.0,30708.0,48889.0,3908.0,,
22510,19960.0,30711.0,48886.0,3945.0,,
22507,19970.0,30703.0,48888.0,3933.0,,
22517,19968.0,30716.0,48892.0,3912.0,,
22521,19965.0,30718.0,48892.0,3943.0,,
22521,19967.0,30717.0,48882.0,3981.0,,
22521,19967.0,30706.0,48884.0,3908.0,,
22480,19963.0,30702.0,48912.0,3971.0,,
22483,19973.0,30719.0,48904.0,3967.0,,
22483,19959.0,30715.0,48888.0,3918.0,,
22477,19953.0,30713.0,48893.0,3943.0,,
22465,19961.0,30716.0,48893.0,3933.0,,
22498,19964.0,30724.0,48864.0,3898.0,,
22498,19962.0,30730.0,48877.0,3934.0,,
22479,19960.0,30708.0,48890.0,3979.0,,
22476,19948.0,30726.0,48880.0,3901.0,,
22476,19958.0,30707.0,48896.0,3939.0,,
22476,19960.0,30725.0,48893.0,3967.0,,
22495,19967.0,30724.0,48888.0,3892.0,,
22501,19965.0,30713.0,48891.0,3965.0,,
22490,19958.0,30729.0,48900.0,3921.0,,
22490,19955.0,30718.0,48884.0,3955.0,,
22512,19955.0,30725.0,48874.0,3924.0,,
22500,19959.0,30731.0,48897.0,3946.0,,
22496,19951.0,30721.0,48895.0,3923.0,,
22496,19952.0,30722.0,48890.0,3918.0,,
22464,19946.0,30722.0,48883.0,3939.0,,
22481,19946.0,30714.0,48900.0,3925.0,,
22489,19949.0,30710.0,48914.0,3960.0,,
22489,19952.0,30727.0,48896.0,3923.0,,
22513,19947.0,30726.0,48886.0,3883.0,,
22535,19944.0,30729.0,48889.0,3943.0,,
22531,19953.0,30730.0,48889.0,3921.0,,
22531,19947.0,30742.0,48868.0,3911.0,,
22497,19950.0,30730.0,48890.0,3929.0,,
22518,19941.0,30732.0,48872.0,3921.0,,
22513,19956.0,30734.0,48888.0,3898.0,,
22513,19951.0,30740.0,48904.0,3956.0,,
22509,19946.0,30736.0,48907.0,3950.0,,
22514,19948.0,30734.0,48895.0,3909.0,,
22520,19935.0,30741.0,48885.0,3927.0,,
22520,19931.0,30716.0,48895.0,3923.0,,
22518,19931.0,30699.0,48872.0,3910.0,,
22457,19932.0,30713.0,48881.0,3934.0,,
22477,19940.0,30723.0,48891.0,3966.0,,
22477,19945.0,30741.0,48882.0,3932.0,,
22457,19947.0,30730.0,48911.0,3965.0,,
22373,19952.0,30729.0,48896.0,3950.0,,
22454,19941.0,30732.0,48885.0,3902.0,,
22454,19947.0,30741.0,48903.0,3938.0,,
22463,19946.0,30743.0,48905.0,3971.0,,
22457,19951.0,30745.0,48875.0,3882.0,,
22456,19950.0,30754.0,48895.0,3973.0,,
22456,19948.0,30759.0,48898.0,3976.0,,
22485,19946.0,30758.0,48872.0,3908.0,,
22471,19959.0,30765.0,48902.0,3941.0,,
22470,19955.0,30744.0,48894.0,3968.0,,
22470,19951.0,30760.0,48911.0,3914.0,,
22473,19952.0,30751.0,48908.0,3937.0,,
22469,19940.0,30746.0,48903.0,3939.0,,
22467,19950.0,30745.0,48888.0,3928.0,,
22467,19945.0,30767.0,48885.0,3923.0,,
22443,19948.0,30747.0,48902.0,3971.0,,
22435,19943.0,30757.0,48878.0,3917.0,,
22438,19948.0,30753.0,48894.0,3979.0,,
22438,19943.0,30765.0,48892.0,3971.0,,
22456,19941.0,30757.0,48890.0,3891.0,,
22455,19948.0,30764.0,48902.0,3965.0,,
22471,19948.0,30761.0,48889.0,3921.0,,
22471,19941.0,30768.0,48897.0,3940.0,,
22422,19945.0,30778.0,48895.0,3947.0,,
22445,19942.0,30766.0,48911.0,3924.0,,
22437,19937.0,30772.0,48891.0,3925.0,,
22437,19942.0,30772.0,48891.0,3935.0,,
22426,19941.0,30775.0,48893.0,3963.0,,
22473,19948.0,30777.0,48878.0,3926.0,,
22470,19933.0,30781.0,48893.0,3928.0,,
22470,19944.0,30773.0,48892.0,3932.0,,
22476,19937.0,30777.0,48901.0,3925.0,,
22459,19925.0,30778.0,48901.0,3910.0,,
22466,19939.0,30768.0,48910.0,3965.0,,
22466,19934.0,30770.0,48893.0,3934.0,,
22466,19927.0,30766.0,48889.0,3943.0,,
22466,19926.0,30774.0,48903.0,3947.0,,
22478,19933.0,30777.0,48891.0,3900.0,,
22478,19934.0,30773.0,48906.0,3978.0,,
22501,19925.0,30787.0,48888.0,3935.0,,
22511,19926.0,30798.0,48893.0,3902.0,,
22517,19934.0,30786.0,48908.0,3930.0,,
22517,19928.0,30792.0,48905.0,3930.0,,
22512,19933.0,30797.0,48888.0,3914.0,,
22499,19927.0,30806.0,48889.0,3928.0,,
22489,19930.0,30793.0,48907.0,3973.0,,
22489,19927.0,30785.0,48890.0,3923.0,,
22486,19921.0,30789.0,48883.0,3929.0,,
22486,19920.0,30778.0,48888.0,3934.0,,
22464,19909.0,30768.0,48891.0,3924.0,,
22464,19921.0,30773.0,48913.0,3931.0,,
22448,19926.0,30771.0,48916.0,3974.0,,
22437,19928.0,30774.0,48884.0,3900.0,,
22403,19925.0,30771.0,48903.0,3934.0,,
22403,19931.0,30783.0,48901.0,3922.0,,
22447,19923.0,30784.0,48889.0,3913.0,,
22450,19929.0,30796.0,48898.0,3965.0,,
22456,19928.0,30783.0,48888.0,3921.0,,
22456,19943.0,30788.0,48878.0,3907.0,,
22446,19932.0,30786.0,48895.0,3934.0,,
22471,19932.0,30783.0,48883.0,3928.0,,
22465,19925.0,30792.0,48881.0,3882.0,,
22465,19925.0,30797.0,48893.0,3923.0,,
22464,19916.0,30793.0,48899.0,3958.0,,
22461,19922.0,30788.0,48903.0,3933.0,,
22467,19924.0,30790.0,48883.0,3928.0,,
22467,19925.0,30810.0,48904.0,3966.0,,
22461,19919.0,30803.0,48864.0,3870.0,,
22437,19921.0,30792.0,48892.0,3941.0,,
22440,19918.0,30797.0,48879.0,3928.0,,
22440,19922.0,30795.0,48896.0,3939.0,,
22439,19917.0,30804.0,48901.0,3931.0,,
22417,19913.0,30799.0,48897.0,3931.0,,
22410,19909.0,30803.0,48889.0,3903.0,,
22410,19921.0,30803.0,48893.0,3974.0,,
22426,19921.0,30798.0,48892.0,3926.0,,
22433,19907.0,30794.0,48871.0,3909.0,,
22460,19908.0,30800.0,48875.0,3933.0,,
22460,19906.0,30802.0,48884.0,3977.0,,
22462,19907.0,30797.0,48882.0,3925.0,,
22454,19908.0,30806.0,48901.0,3942.0,,
22451,19920.0,30798.0,48881.0,3941.0,,
22451,19912.0,30823.0,48871.0,3879.0,,
22451,19905.0,30818.0,48886.0,3931.0,,
22453,19895.0,30812.0,48893.0,3963.0,,
22425,19899.0,30811.0,48875.0,3931.0,,
22425,19895.0,30820.0,48875.0,3940.0,,
22434,19912.0,30795.0,48888.0,3931.0,,
22448,19901.0,30816.0,48877.0,3880.0,,
22426,19904.0,30813.0,48895.0,3925.0,,
22426,19901.0,30812.0,48880.0,3937.0,,
22446,19886.0,30820.0,48890.0,3891.0,,
22466,19896.0,30804.0,48909.0,3966.0,,
22474,19892.0,30797.0,48888.0,3923.0,,
22474,19885.0,30810.0,48879.0,3895.0,,
22492,19889.0,30804.0,48883.0,3931.0,,
22497,19885.0,30801.0,48889.0,3942.0,,
22503,19890.0,30804.0,48873.0,3931.0,,
22503,19898.0,30807.0,48887.0,3977.0,,
22508,19899.0,30803.0,48894.0,3983.0,,
22490,19900.0,30808.0,48888.0,3891.0,,
22490,19885.0,30814.0,48893.0,3919.0,,
22490,19889.0,30822.0,48899.0,3972.0,,
22487,19895.0,30812.0,48899.0,3923.0,,
22461,19887.0,30802.0,48890.0,3933.0,,
22425,19891.0,30781.0,48901.0,3935.0,,
22425,19862.0,30775.0,48872.0,3896.0,,
22437,19878.0,30760.0,48879.0,3943.0,,
22430,19872.0,30753.0,48888.0,3935.0,,
22423,19883.0,30773.0,48886.0,3921.0,,
22423,19875.0,30768.0,48900.0,3969.0,,
22472,19874.0,30781.0,48879.0,3918.0,,
22447,19886.0,30773.0,48879.0,3900.0,,
22466,19882.0,30768.0,48898.0,3931.0,,
22466,19885.0,30770.0,48900.0,3928.0,,
22464,19891.0,30773.0,48926.0,3899.0,,
22463,19887.0,30768.0,48891.0,3974.0,,
22463,19891.0,30777.0,48898.0,3980.0,,
22463,19890.0,30781.0,48896.0,3943.0,,
22468,19883.0,30782.0,48889.0,3944.0,,
22465,19885.0,30780.0,48888.0,3976.0,,
22424,19891.0,30766.0,48893.0,3890.0,,
22424,19877.0,30769.0,48893.0,3918.0,,
22363,19877.0,30774.0,48899.0,3935.0,,
22419,19881.0,30766.0,48890.0,3908.0,,
22423,19873.0,30783.0,48889.0,3930.0,,
22423,19876.0,30782.0,48899.0,3942.0,,
22425,19871.0,30784.0,48890.0,3928.0,,
22462,19867.0,30780.0,48890.0,3977.0,,
22454,19871.0,30791.0,48892.0,3971.0,,
22454,19869.0,30802.0,48897.0,3919.0,,
22417,19867.0,30798.0,48908.0,3971.0,,
22417,19866.0,30781.0,48878.0,3917.0,,
22417,19872.0,30784.0,48908.0,3936.0,,
22417,19865.0,30785.0,48894.0,3941.0,,
22438,19874.0,30786.0,48900.0,3932.0,,
22440,19872.0,30798.0,48872.0,3885.0,,
22447,19878.0,30788.0,48888.0,3948.0,,
22447,19866.0,30799.0,48890.0,3981.0,,
22429,19857.0,30786.0,48883.0,3918.0,,
22372,19856.0,30786.0,48880.0,3912.0,,
22415,19864.0,30796.0,48888.0,3944.0,,
22415,19865.0,30793.0,48901.0,3931.0,,
22402,19869.0,30796.0,48900.0,3936.0,,
22391,19859.0,30809.0,48894.0,3918.0,,
22431,19861.0,30811.0,48879.0,3899.0,,
22431,19861.0,30798.0,48888.0,3936.0,,
22445,19859.0,30804.0,48894.0,3937.0,,
22416,19845.0,30813.0,48897.0,3941.0,,
22410,19846.0,30801.0,48891.0,3972.0,,
22410,19859.0,30805.0,48893.0,3977.0,,
22417,19858.0,30801.0,48891.0,3902.0,,
22411,19853.0,30811.0,48898.0,3925.0,,
22449,19858.0,30794.0,48895.0,3930.0,,
22449,19854.0,30798.0,48886.0,3906.0,,
22472,19847.0,30809.0,48900.0,3972.0,,
22462,19850.0,30805.0,48901.0,3959.0,,
22420,19849.0,30811.0,48882.0,3919.0,,
22420,19851.0,30813.0,48881.0,3933.0,,
22444,19857.0,30818.0,48899.0,3923.0,,
22437,19853.0,30801.0,48887.0,3924.0,,
22431,19834.0,30811.0,48894.0,3899.0,,
22431,19838.0,30812.0,48901.0,3935.0,,
22467,19843.0,30797.0,48903.0,3916.0,,
22467,19842.0,30797.0,48906.0,3967.0,,
22459,19843.0,30798.0,48893.0,3912.0,,
22459,19837.0,30792.0,48899.0,3936.0,,
22434,19832.0,30785.0,48883.0,3973.0,,
22421,19826.0,30780.0,48896.0,3940.0,,
22413,19815.0,30761.0,48882.0,3925.0,,
22413,19812.0,30757.0,48899.0,3931.0,,
22443,19823.0,30761.0,48888.0,3931.0,,
22424,19831.0,30758.0,48913.0,3914.0,,
22428,19829.0,30766.0,48912.0,3933.0,,
22428,19833.0,30770.0,48911.0,3960.0,,
22386,19836.0,30771.0,48888.0,3883.0,,
22386,19834.0,30773.0,48884.0,3923.0,,
22390,19832.0,30761.0,48911.0,3978.0,,
22390,19830.0,30764.0,48890.0,3895.0,,
22381,19833.0,30779.0,48904.0,3940.0,,
22412,19834.0,30775.0,48891.0,3936.0,,
22413,19837.0,30763.0,48895.0,3909.0,,
22413,19830.0,30770.0,48899.0,3918.0,,
22418,19831.0,30773.0,48901.0,3980.0,,
22392,19829.0,30758.0,48888.0,3903.0,,
22384,19824.0,30766.0,48913.0,3969.0,,
22384,19817.0,30782.0,48913.0,3965.0,,
22380,19810.0,30771.0,48904.0,3935.0,,
22408,19821.0,30775.0,48898.0,3962.0,,
22413,19822.0,30768.0,48897.0,3936.0,,
22413,19824.0,30773.0,48879.0,3854.0,,
22420,19815.0,30771.0,48906.0,3938.0,,
22390,19823.0,30769.0,48896.0,3919.0,,
22395,19819.0,30764.0,48890.0,3844.0,,
22395,19815.0,30763.0,48907.0,3928.0,,
22383,19817.0,30768.0,48925.0,3977.0,,
22375,19820.0,30767.0,48898.0,3923.0,,
22396,19815.0,30769.0,48892.0,3922.0,,
22396,19820.0,30789.0,48909.0,3935.0,,
22406,19815.0,30773.0,48897.0,3926.0,,
22409,19826.0,30767.0,48903.0,3938.0,,
22397,19820.0,30779.0,48903.0,3943.0,,
22397,19814.0,30767.0,48913.0,3920.0,,
22400,19812.0,30773.0,48915.0,3949.0,,
22396,19809.0,30781.0,48892.0,3911.0,,
22397,19811.0,30773.0,48892.0,3879.0,,
22397,19807.0,30774.0,48909.0,3961.0,,
22397,19813.0,30779.0,48905.0,3918.0,,
22406,19811.0,30772.0,48888.0,3916.0,,
22397,19804.0,30777.0,48893.0,3939.0,,
22397,19807.0,30781.0,48903.0,3924.0,,
22375,19808.0,30768.0,48911.0,3914.0,,
22368,19808.0,30769.0,48913.0,3920.0,,
22364,19811.0,30773.0,48908.0,3968.0,,
22364,19808.0,30776.0,48914.0,3918.0,,
22393,19807.0,30774.0,48920.0,3922.0,,
22399,19807.0,30775.0,48928.0,3920.0,,
22398,19805.0,30775.0,48905.0,3913.0,,
22398,19811.0,30788.0,48900.0,3942.0,,
22390,19804.0,30784.0,48899.0,3919.0,,
22372,19808.0,30783.0,48894.0,3916.0,,
22380,19797.0,30771.0,48924.0,3967.0,,
22380,19792.0,30783.0,48902.0,3937.0,,
22378,19802.0,30777.0,48914.0,3937.0,,
22413,19801.0,30774.0,48928.0,3966.0,,
22413,19794.0,30792.0,48911.0,3919.0,,
22413,19795.0,30792.0,48900.0,3927.0,,
22424,19792.0,30777.0,48903.0,3950.0,,
22407,19792.0,30788.0,48895.0,3917.0,,
22394,19797.0,30795.0,48890.0,3927.0,,
22394,19794.0,30777.0,48898.0,3928.0,,
22384,19788.0,30785.0,48895.0,3974.0,,
22415,19785.0,30799.0,48898.0,3922.0,,
22406,19781.0,30760.0,48918.0,3924.0,,
22406,19781.0,30750.0,48938.0,3962.0,,
22414,19777.0,30747.0,48892.0,3865.0,,
22407,19776.0,30739.0,48890.0,3919.0,,
22391,19781.0,30749.0,48902.0,3937.0,,
22391,19784.0,30742.0,48877.0,3870.0,,
22368,19789.0,30735.0,48893.0,3958.0,,
22363,19800.0,30736.0,48895.0,3958.0,,
22364,19790.0,30747.0,48881.0,3861.0,,
22364,19793.0,30753.0,48913.0,3964.0,,
22388,19790.0,30737.0,48896.0,3917.0,,
22269,19788.0,30738.0,48904.0,3920.0,,
22365,19796.0,30748.0,48918.0,3943.0,,
22365,19788.0,30731.0,48912.0,3928.0,,
22353,19797.0,30750.0,48908.0,3925.0,,
22353,19794.0,30742.0,48896.0,3967.0,,
22355,19792.0,30733.0,48904.0,3941.0,,
22355,19787.0,30744.0,48904.0,3915.0,,
22370,19787.0,30719.0,48897.0,3922.0,,
22377,19783.0,30740.0,48900.0,3963.0,,
22369,19777.0,30732.0,48898.0,3909.0,,
22369,19796.0,30744.0,48901.0,3929.0,,
22344,19782.0,30739.0,48906.0,3930.0,,
22341,19783.0,30741.0,48905.0,3931.0,,
22346,19780.0,30733.0,48895.0,3937.0,,
22346,19770.0,30739.0,48906.0,3973.0,,
22340,19778.0,30743.0,48885.0,3942.0,,
22391,19775.0,30744.0,48904.0,3969.0,,
22372,19769.0,30731.0,48898.0,3951.0,,
22372,19773.0,30736.0,48905.0,3935.0,,
22363,19768.0,30741.0,48908.0,3955.0,,
22349,19778.0,30730.0,48887.0,3917.0,,
22346,19764.0,30736.0,48909.0,3924.0,,
22346,19767.0,30743.0,48894.0,3932.0,,
22348,19767.0,30736.0,48905.0,3923.0,,
22367,19768.0,30740.0,48888.0,3915.0,,
22366,19766.0,30742.0,48900.0,3929.0,,
22366,19770.0,30747.0,48910.0,3973.0,,
22362,19770.0,30762.0,48899.0,3917.0,,
22347,19769.0,30755.0,48897.0,3924.0,,
22362,19765.0,30756.0,48895.0,3931.0,,
22362,19775.0,30737.0,48918.0,3930.0,,
22364,19769.0,30737.0,48905.0,3931.0,,
22363,19766.0,30744.0,48907.0,3965.0,,
22357,19763.0,30756.0,48898.0,3946.0,,
22357,19767.0,30752.0,48899.0,3977.0,,
22360,19757.0,30750.0,48905.0,3966.0,,
22318,19770.0,30747.0,48903.0,3906.0,,
22334,19767.0,30750.0,48904.0,3926.0,,
22334,19768.0,30744.0,48897.0,3928.0,,
22318,19768.0,30743.0,48900.0,3901.0,,
22347,19764.0,30747.0,48908.0,3932.0,,
22363,19764.0,30742.0,48909.0,3925.0,,
22363,19760.0,30746.0,48911.0,3925.0,,
22366,19759.0,30743.0,48888.0,3919.0,,
22358,19763.0,30749.0,48913.0,3949.0,,
22357,19756.0,30743.0,48882.0,3879.0,,
