pat,red,ir,real_imp,img_imp,temp,env
21814,23034.0,31335.0,49199.0,4428.0,3531.0,3196.0
21792,23026.0,31320.0,49199.0,4398.0,3531.0,3194.0
21767,23034.0,31305.0,49221.0,4456.0,3534.0,3196.0
21815,23040.0,31300.0,49205.0,4450.0,3533.0,3194.0
21815,23035.0,31314.0,49198.0,4403.0,3534.0,3194.0
21801,23034.0,31333.0,49211.0,4417.0,3533.0,3194.0
21780,23027.0,31384.0,49213.0,4394.0,3531.0,3196.0
21805,22994.0,31451.0,49190.0,4391.0,3531.0,3194.0
21805,22985.0,31606.0,49199.0,4409.0,3530.0,3194.0
21797,22940.0,31674.0,49204.0,4423.0,3531.0,3194.0
21764,22923.0,31771.0,49197.0,4382.0,3531.0,3194.0
21777,22891.0,31847.0,49209.0,4413.0,3531.0,3194.0
21777,22872.0,31928.0,49212.0,4468.0,3533.0,3194.0
21765,22854.0,31993.0,49193.0,4373.0,3533.0,3193.0
21803,22842.0,32029.0,49215.0,4417.0,3534.0,3194.0
21805,22822.0,32052.0,49215.0,4449.0,3534.0,3193.0
21805,22817.0,32095.0,49202.0,4389.0,3530.0,3194.0
21786,22800.0,32112.0,49191.0,4395.0,3530.0,3193.0
21779,22815.0,32105.0,49218.0,4409.0,3533.0,3193.0
21792,22808.0,32103.0,49184.0,4364.0,3533.0,3196.0
21792,22807.0,32089.0,49205.0,4435.0,3533.0,3196.0
21775,22818.0,32072.0,49198.0,4407.0,3533.0,3196.0
21778,22815.0,32065.0,49211.0,4400.0,3534.0,3196.0
21760,22823.0,32038.0,49230.0,4428.0,3536.0,3194.0
21760,22828.0,32002.0,49217.0,4455.0,3531.0,3194.0
21797,22845.0,31977.0,49218.0,4396.0,3536.0,3193.0
21794,22852.0,31949.0,49210.0,4451.0,3533.0,3194.0
21789,22854.0,31927.0,49210.0,4400.0,3534.0,3194.0
21789,22861.0,31902.0,49209.0,4423.0,3533.0,3194.0
21801,22871.0,31889.0,49211.0,4433.0,3530.0,3196.0
21806,22876.0,31881.0,49185.0,4399.0,3536.0,3194.0
21812,22881.0,31857.0,49190.0,4358.0,3536.0,3196.0
21812,22890.0,31847.0,49217.0,4442.0,3534.0,3194.0
21792,22882.0,31843.0,49202.0,4434.0,3533.0,3197.0
21780,22890.0,31856.0,49197.0,4355.0,3534.0,3194.0
21777,22892.0,31831.0,49217.0,4412.0,3533.0,3193.0
21777,22886.0,31851.0,49219.0,4449.0,3533.0,3194.0
21714,22896.0,31836.0,49189.0,4390.0,3534.0,3194.0
21757,22891.0,31848.0,49184.0,4399.0,3534.0,3194.0
21771,22896.0,31841.0,49209.0,4417.0,3533.0,3194.0
21771,22883.0,31846.0,49205.0,4388.0,3536.0,3194.0
21755,22882.0,31829.0,49209.0,4405.0,3533.0,3196.0
21782,22892.0,31830.0,49192.0,4409.0,3533.0,3196.0
21783,22894.0,31825.0,49233.0,4422.0,3536.0,3196.0
21783,22896.0,31800.0,49210.0,4412.0,3534.0,3194.0
21753,22906.0,31797.0,49212.0,4424.0,3534.0,3194.0
21743,22906.0,31783.0,49194.0,4388.0,3533.0,3196.0
21748,22908.0,31770.0,49210.0,4424.0,3534.0,3194.0
21748,22925.0,31757.0,49224.0,4432.0,3534.0,3196.0
21745,22923.0,31730.0,49200.0,4410.0,3534.0,3196.0
21779,22927.0,31723.0,49220.0,4432.0,3534.0,3197.0
21779,22931.0,31700.0,49190.0,4395.0,3533.0,3196.0
21779,22940.0,31666.0,49226.0,4408.0,3536.0,3193.0
21770,22947.0,31659.0,49225.0,4390.0,3533.0,3197.0
21704,22956.0,31629.0,49218.0,4402.0,3534.0,3196.0
21743,22956.0,31631.0,49200.0,4351.0,3533.0,3197.0
21743,22965.0,31601.0,49226.0,4446.0,3533.0,3194.0
21766,22963.0,31596.0,49233.0,4426.0,3533.0,3193.0
21741,22970.0,31567.0,49212.0,4401.0,3534.0,3193.0
21752,22979.0,31574.0,49202.0,4404.0,3533.0,3194.0
21752,22983.0,31537.0,49223.0,4439.0,3536.0,3194.0
21786,22999.0,31508.0,49229.0,4375.0,3534.0,3194.0
21784,23001.0,31505.0,49225.0,4394.0,3536.0,3193.0
21802,23000.0,31495.0,49229.0,4456.0,3537.0,3193.0
21802,23014.0,31487.0,49212.0,4353.0,3534.0,3196.0
21820,23019.0,31459.0,49218.0,4387.0,3536.0,3194.0
21833,23017.0,31438.0,49234.0,4406.0,3534.0,3194.0
21835,23016.0,31440.0,49191.0,4334.0,3534.0,3196.0
21835,23020.0,31411.0,49210.0,4405.0,3536.0,3194.0
21838,23034.0,31400.0,49220.0,4433.0,3534.0,3196.0
21832,23043.0,31389.0,49197.0,4373.0,3534.0,3194.0
21828,23047.0,31371.0,49227.0,4414.0,3534.0,3196.0
21828,23046.0,31358.0,49205.0,4383.0,3534.0,3196.0
21801,23048.0,31364.0,49224.0,4361.0,3537.0,3196.0
21800,23034.0,31399.0,49233.0,4413.0,3536.0,3194.0
21814,23028.0,31450.0,49237.0,4414.0,3536.0,3194.0
21814,23015.0,31515.0,49209.0,4383.0,3536.0,3194.0
21791,22984.0,31580.0,49214.0,4415.0,3533.0,3197.0
21813,22974.0,31666.0,49213.0,4396.0,3533.0,3196.0
21818,22957.0,31737.0,49225.0,4421.0,3536.0,3197.0
21818,22926.0,31882.0,49209.0,4411.0,3533.0,3197.0
21752,22891.0,31951.0,49199.0,4395.0,3536.0,3194.0
21764,22867.0,32015.0,49232.0,4395.0,3531.0,3193.0
21772,22856.0,32044.0,49224.0,4385.0,3534.0,3197.0
21772,22838.0,32077.0,49229.0,4418.0,3536.0,3196.0
21779,22835.0,32099.0,49206.0,4396.0,3534.0,3194.0
21804,22831.0,32116.0,49221.0,4428.0,3533.0,3194.0
21817,22816.0,32109.0,49230.0,4416.0,3534.0,3194.0
21817,22830.0,32104.0,49200.0,4374.0,3537.0,3194.0
21809,22829.0,32081.0,49212.0,4392.0,3534.0,3199.0
21774,22841.0,32052.0,49209.0,4407.0,3536.0,3196.0
21773,22845.0,32032.0,49211.0,4364.0,3534.0,3194.0
21773,22845.0,32025.0,49212.0,4396.0,3534.0,3194.0
21795,22852.0,32002.0,49220.0,4420.0,3536.0,3196.0
21799,22865.0,31964.0,49202.0,4367.0,3534.0,3196.0
21811,22869.0,31950.0,49212.0,4427.0,3534.0,3194.0
21811,22887.0,31884.0,49210.0,4392.0,3536.0,3194.0
21805,22897.0,31873.0,49188.0,4409.0,3533.0,3194.0
21775,22905.0,31856.0,49199.0,4442.0,3534.0,3196.0
21802,22905.0,31835.0,49194.0,4402.0,3534.0,3193.0
21802,22909.0,31831.0,49191.0,4375.0,3534.0,3194.0
21807,22918.0,31817.0,49204.0,4400.0,3536.0,3196.0
21808,22910.0,31828.0,49187.0,4390.0,3534.0,3194.0
21810,22913.0,31827.0,49189.0,4331.0,3536.0,3196.0
21810,22914.0,31829.0,49204.0,4409.0,3538.0,3196.0
21810,22912.0,31830.0,49204.0,4415.0,3534.0,3196.0
21805,22915.0,31839.0,49189.0,4376.0,3536.0,3196.0
21752,22909.0,31839.0,49175.0,4392.0,3534.0,3197.0
21752,22908.0,31850.0,49204.0,4430.0,3533.0,3194.0
21767,22913.0,31825.0,49188.0,4363.0,3536.0,3196.0
21746,22916.0,31824.0,49208.0,4419.0,3533.0,3194.0
21766,22918.0,31810.0,49205.0,4429.0,3534.0,3194.0
21766,22915.0,31807.0,49204.0,4374.0,3536.0,3194.0
21795,22929.0,31790.0,49211.0,4396.0,3534.0,3196.0
21795,22927.0,31774.0,49212.0,4410.0,3536.0,3196.0
21784,22924.0,31771.0,49198.0,4368.0,3536.0,3194.0
21784,22936.0,31749.0,49190.0,4399.0,3537.0,3193.0
21735,22940.0,31738.0,49204.0,4445.0,3534.0,3193.0
21745,22936.0,31733.0,49183.0,4382.0,3534.0,3197.0
21742,22948.0,31709.0,49189.0,4448.0,3534.0,3193.0
21742,22957.0,31703.0,49175.0,4386.0,3536.0,3194.0
21742,22964.0,31675.0,49200.0,4372.0,3534.0,3196.0
21772,22964.0,31666.0,49217.0,4440.0,3536.0,3196.0
21770,22963.0,31645.0,49201.0,4384.0,3534.0,3196.0
21770,22968.0,31627.0,49186.0,4360.0,3536.0,3196.0
21754,22983.0,31600.0,49193.0,4391.0,3534.0,3197.0
21738,22984.0,31595.0,49199.0,4395.0,3537.0,3194.0
21754,22987.0,31580.0,49180.0,4401.0,3536.0,3194.0
21754,22992.0,31562.0,49193.0,4422.0,3534.0,3196.0
21789,23001.0,31551.0,49191.0,4426.0,3536.0,3194.0
21814,23007.0,31518.0,49184.0,4377.0,3534.0,3196.0
21810,23001.0,31517.0,49190.0,4378.0,3534.0,3194.0
21810,23005.0,31490.0,49182.0,4420.0,3534.0,3196.0
21825,23021.0,31471.0,49190.0,4375.0,3536.0,3196.0
21775,23024.0,31470.0,49194.0,4390.0,3534.0,3191.0
21788,23037.0,31452.0,49208.0,4429.0,3534.0,3194.0
21788,23036.0,31435.0,49165.0,4346.0,3536.0,3193.0
21799,23052.0,31394.0,49175.0,4391.0,3533.0,3194.0
21800,23039.0,31403.0,49185.0,4407.0,3534.0,3194.0
21827,23056.0,31396.0,49197.0,4382.0,3533.0,3194.0
21827,23053.0,31405.0,49186.0,4372.0,3536.0,3197.0
21814,23049.0,31420.0,49197.0,4410.0,3534.0,3193.0
21790,23039.0,31482.0,49192.0,4368.0,3533.0,3194.0
21766,23021.0,31517.0,49206.0,4412.0,3536.0,3196.0
21766,22998.0,31671.0,49194.0,4387.0,3531.0,3196.0
21763,22960.0,31748.0,49180.0,4385.0,3534.0,3194.0
21783,22945.0,31812.0,49192.0,4426.0,3536.0,3196.0
21784,22930.0,31898.0,49189.0,4410.0,3536.0,3196.0
21784,22897.0,31951.0,49189.0,4371.0,3534.0,3197.0
21779,22875.0,32010.0,49192.0,4403.0,3533.0,3194.0
21778,22856.0,32033.0,49181.0,4387.0,3534.0,3194.0
21780,22846.0,32076.0,49185.0,4373.0,3536.0,3194.0
21780,22848.0,32113.0,49214.0,4424.0,3533.0,3193.0
21774,22834.0,32113.0,49204.0,4417.0,3534.0,3194.0
21778,22831.0,32113.0,49170.0,4321.0,3534.0,3196.0
21781,22845.0,32093.0,49171.0,4382.0,3533.0,3197.0
21781,22841.0,32089.0,49194.0,4431.0,3537.0,3194.0
21787,22847.0,32061.0,49190.0,4418.0,3534.0,3194.0
21778,22846.0,32037.0,49181.0,4374.0,3536.0,3197.0
21702,22859.0,32024.0,49187.0,4418.0,3534.0,3194.0
21702,22864.0,31950.0,49182.0,4362.0,3536.0,3193.0
21733,22883.0,31920.0,49189.0,4382.0,3534.0,3193.0
21738,22892.0,31912.0,49199.0,4396.0,3534.0,3193.0
21742,22895.0,31858.0,49195.0,4390.0,3531.0,3196.0
21742,22909.0,31862.0,49178.0,4376.0,3536.0,3196.0
21769,22920.0,31836.0,49192.0,4428.0,3534.0,3191.0
21751,22918.0,31816.0,49169.0,4357.0,3534.0,3196.0
21749,22921.0,31811.0,49190.0,4434.0,3534.0,3194.0
21749,22923.0,31791.0,49195.0,4414.0,3533.0,3197.0
21748,22919.0,31796.0,49192.0,4383.0,3534.0,3194.0
21771,22922.0,31815.0,49195.0,4410.0,3534.0,3193.0
21767,22930.0,31799.0,49200.0,4430.0,3536.0,3194.0
21767,22921.0,31815.0,49190.0,4375.0,3534.0,3194.0
21765,22930.0,31804.0,49192.0,4391.0,3533.0,3194.0
21767,22936.0,31800.0,49208.0,4426.0,3534.0,3196.0
21767,22929.0,31815.0,49189.0,4380.0,3533.0,3197.0
21767,22921.0,31801.0,49189.0,4421.0,3534.0,3194.0
21726,22927.0,31791.0,49194.0,4409.0,3533.0,3193.0
21729,22920.0,31799.0,49159.0,4332.0,3534.0,3194.0
21730,22925.0,31782.0,49180.0,4372.0,3536.0,3194.0
21730,22936.0,31764.0,49191.0,4433.0,3533.0,3194.0
21727,22943.0,31746.0,49189.0,4346.0,3534.0,3197.0
21720,22942.0,31732.0,49198.0,4380.0,3534.0,3194.0
21715,22941.0,31723.0,49207.0,4410.0,3534.0,3194.0
21715,22948.0,31712.0,49208.0,4414.0,3533.0,3194.0
21721,22966.0,31681.0,49179.0,4382.0,3536.0,3196.0
21714,22964.0,31673.0,49198.0,4409.0,3537.0,3194.0
21740,22965.0,31660.0,49151.0,4318.0,3537.0,3194.0
21740,22973.0,31623.0,49200.0,4387.0,3534.0,3194.0
21732,22978.0,31622.0,49197.0,4425.0,3536.0,3194.0
21745,22990.0,31606.0,49205.0,4386.0,3533.0,3194.0
21751,22988.0,31586.0,49223.0,4400.0,3536.0,3194.0
21751,22989.0,31573.0,49208.0,4399.0,3534.0,3196.0
21776,22993.0,31563.0,49193.0,4370.0,3536.0,3194.0
21772,23003.0,31547.0,49200.0,4408.0,3533.0,3194.0
21762,23009.0,31530.0,49209.0,4386.0,3534.0,3194.0
21762,23012.0,31502.0,49162.0,4327.0,3533.0,3196.0
21767,23020.0,31479.0,49191.0,4384.0,3534.0,3196.0
21785,23024.0,31475.0,49175.0,4378.0,3536.0,3194.0
21803,23025.0,31457.0,49191.0,4365.0,3534.0,3194.0
21803,23022.0,31432.0,49203.0,4414.0,3534.0,3193.0
21812,23038.0,31408.0,49197.0,4410.0,3533.0,3196.0
21809,23053.0,31404.0,49196.0,4375.0,3533.0,3196.0
21811,23049.0,31392.0,49189.0,4376.0,3534.0,3196.0
21811,23061.0,31395.0,49210.0,4413.0,3534.0,3194.0
21811,23048.0,31383.0,49168.0,4331.0,3533.0,3196.0
21784,23054.0,31414.0,49191.0,4395.0,3531.0,3194.0
21774,23043.0,31466.0,49195.0,4398.0,3533.0,3194.0
21774,23017.0,31606.0,49193.0,4362.0,3536.0,3194.0
21766,22974.0,31683.0,49196.0,4377.0,3533.0,3196.0
21792,22951.0,31760.0,49192.0,4395.0,3534.0,3196.0
21713,22914.0,31848.0,49224.0,4392.0,3534.0,3196.0
21713,22901.0,31913.0,49198.0,4376.0,3536.0,3194.0
21766,22878.0,31979.0,49204.0,4386.0,3536.0,3196.0
21756,22862.0,32044.0,49193.0,4357.0,3533.0,3194.0
21757,22847.0,32089.0,49190.0,4397.0,3534.0,3196.0
21757,22838.0,32151.0,49201.0,4360.0,3531.0,3196.0
21778,22813.0,32144.0,49197.0,4386.0,3534.0,3196.0
21764,22820.0,32152.0,49204.0,4394.0,3531.0,3196.0
21764,22814.0,32157.0,49184.0,4380.0,3533.0,3194.0
21764,22817.0,32143.0,49199.0,4373.0,3533.0,3197.0
21767,22824.0,32129.0,49216.0,4386.0,3534.0,3194.0
21776,22824.0,32110.0,49204.0,4377.0,3533.0,3194.0
21737,22833.0,32094.0,49197.0,4333.0,3536.0,3196.0
21737,22833.0,32055.0,49201.0,4396.0,3534.0,3197.0
21734,22854.0,32029.0,49216.0,4412.0,3533.0,3199.0
21733,22864.0,31990.0,49173.0,4348.0,3533.0,3197.0
21730,22877.0,31969.0,49188.0,4363.0,3531.0,3197.0
21730,22876.0,31936.0,49196.0,4441.0,3533.0,3194.0
21724,22885.0,31932.0,49194.0,4347.0,3534.0,3194.0
21756,22878.0,31900.0,49212.0,4383.0,3533.0,3196.0
21758,22886.0,31882.0,49202.0,4395.0,3533.0,3197.0
21758,22897.0,31857.0,49184.0,4335.0,3534.0,3196.0
21728,22895.0,31860.0,49206.0,4373.0,3537.0,3194.0
21757,22889.0,31869.0,49214.0,4383.0,3533.0,3194.0
21752,22899.0,31871.0,49202.0,4386.0,3537.0,3194.0
21752,22902.0,31877.0,49187.0,4375.0,3531.0,3196.0
21748,22896.0,31857.0,49203.0,4434.0,3531.0,3194.0
21749,22899.0,31860.0,49220.0,4389.0,3533.0,3196.0
21748,22890.0,31876.0,49218.0,4421.0,3531.0,3194.0
21748,22896.0,31878.0,49200.0,4377.0,3533.0,3194.0
21743,22891.0,31875.0,49219.0,4319.0,3534.0,3194.0
21708,22899.0,31877.0,49219.0,4424.0,3531.0,3197.0
21723,22893.0,31854.0,49224.0,4367.0,3531.0,3193.0
21723,22891.0,31843.0,49186.0,4313.0,3531.0,3196.0
21712,22905.0,31836.0,49198.0,4383.0,3531.0,3194.0
21731,22909.0,31826.0,49198.0,4377.0,3534.0,3194.0
21722,22911.0,31811.0,49187.0,4344.0,3533.0,3193.0
21722,22912.0,31793.0,49205.0,4417.0,3533.0,3196.0
21710,22917.0,31781.0,49202.0,4389.0,3531.0,3194.0
21716,22926.0,31751.0,49221.0,4358.0,3533.0,3196.0
21752,22936.0,31741.0,49214.0,4355.0,3533.0,3193.0
21752,22936.0,31720.0,49228.0,4386.0,3536.0,3196.0
21743,22947.0,31690.0,49199.0,4344.0,3533.0,3194.0
21727,22949.0,31687.0,49211.0,4391.0,3533.0,3194.0
21729,22956.0,31663.0,49230.0,4415.0,3533.0,3194.0
21729,22953.0,31659.0,49205.0,4320.0,3533.0,3194.0
21743,22961.0,31640.0,49205.0,4358.0,3534.0,3196.0
21746,22968.0,31619.0,49212.0,4389.0,3531.0,3194.0
21713,22971.0,31598.0,49229.0,4385.0,3534.0,3196.0
21713,22973.0,31572.0,49224.0,4354.0,3533.0,3194.0
21742,22991.0,31562.0,49216.0,4378.0,3534.0,3196.0
21764,22993.0,31540.0,49225.0,4355.0,3533.0,3193.0
21727,23001.0,31520.0,49223.0,4408.0,3531.0,3194.0
21727,23010.0,31510.0,49229.0,4384.0,3531.0,3193.0
21794,23009.0,31495.0,49204.0,4367.0,3534.0,3194.0
21801,23018.0,31477.0,49213.0,4406.0,3533.0,3196.0
21793,23014.0,31467.0,49205.0,4365.0,3533.0,3194.0
21793,23020.0,31448.0,49217.0,4354.0,3534.0,3194.0
21816,23029.0,31434.0,49227.0,4368.0,3533.0,3193.0
21811,23039.0,31423.0,49220.0,4367.0,3531.0,3196.0
21806,23026.0,31405.0,49238.0,4360.0,3536.0,3196.0
21806,23041.0,31451.0,49234.0,4400.0,3531.0,3196.0
21809,23020.0,31490.0,49244.0,4395.0,3533.0,3194.0
21806,23012.0,31537.0,49207.0,4345.0,3536.0,3193.0
21809,22974.0,31621.0,49216.0,4373.0,3530.0,3194.0
21809,22962.0,31708.0,49237.0,4393.0,3534.0,3197.0
21772,22940.0,31780.0,49211.0,4329.0,3534.0,3193.0
21770,22906.0,31872.0,49238.0,4383.0,3533.0,3194.0
21772,22869.0,31952.0,49229.0,4425.0,3534.0,3191.0
21772,22853.0,32094.0,49231.0,4355.0,3534.0,3196.0
21747,22825.0,32123.0,49236.0,4350.0,3536.0,3196.0
21754,22802.0,32165.0,49238.0,4363.0,3531.0,3197.0
21764,22798.0,32185.0,49237.0,4348.0,3534.0,3193.0
21764,22792.0,32201.0,49219.0,4364.0,3533.0,3194.0
21754,22790.0,32199.0,49243.0,4419.0,3531.0,3196.0
21787,22791.0,32191.0,49212.0,4333.0,3533.0,3193.0
21786,22787.0,32193.0,49242.0,4413.0,3531.0,3194.0
21786,22794.0,32171.0,49224.0,4385.0,3531.0,3196.0
21789,22809.0,32152.0,49233.0,4346.0,3533.0,3194.0
21784,22812.0,32119.0,49245.0,4417.0,3530.0,3196.0
21789,22821.0,32093.0,49231.0,4350.0,3534.0,3194.0
21789,22828.0,32066.0,49249.0,4371.0,3531.0,3194.0
21784,22842.0,32037.0,49234.0,4382.0,3533.0,3194.0
21762,22846.0,32011.0,49250.0,4376.0,3533.0,3196.0
21749,22843.0,31986.0,49236.0,4362.0,3533.0,3196.0
21749,22846.0,31951.0,49244.0,4422.0,3531.0,3194.0
21751,22867.0,31926.0,49242.0,4379.0,3530.0,3194.0
21707,22874.0,31918.0,49253.0,4346.0,3533.0,3193.0
21742,22875.0,31914.0,49248.0,4338.0,3533.0,3194.0
21742,22865.0,31910.0,49244.0,4383.0,3533.0,3197.0
21765,22879.0,31905.0,49248.0,4369.0,3534.0,3196.0
21760,22880.0,31894.0,49247.0,4361.0,3533.0,3196.0
21767,22874.0,31904.0,49256.0,4404.0,3533.0,3196.0
21767,22873.0,31905.0,49227.0,4362.0,3533.0,3196.0
21779,22874.0,31902.0,49239.0,4381.0,3534.0,3196.0
21785,22876.0,31919.0,49243.0,4366.0,3534.0,3196.0
21764,22883.0,31914.0,49245.0,4374.0,3533.0,3197.0
21764,22879.0,31903.0,49239.0,4344.0,3533.0,3197.0
21755,22877.0,31891.0,49245.0,4414.0,3534.0,3196.0
21757,22885.0,31894.0,49245.0,4335.0,3533.0,3197.0
21755,22878.0,31884.0,49263.0,4406.0,3534.0,3196.0
21755,22873.0,31869.0,49247.0,4355.0,3533.0,3196.0
21714,22875.0,31859.0,49233.0,4347.0,3534.0,3196.0
21725,22889.0,31851.0,49239.0,4404.0,3534.0,3196.0
21727,22884.0,31830.0,49227.0,4352.0,3534.0,3194.0
21727,22885.0,31794.0,49217.0,4331.0,3533.0,3196.0
21715,22899.0,31792.0,49234.0,4370.0,3534.0,3194.0
21703,22902.0,31775.0,49228.0,4370.0,3533.0,3193.0
21684,22917.0,31743.0,49248.0,4358.0,3533.0,3197.0
21684,22928.0,31740.0,49248.0,4395.0,3533.0,3197.0
21715,22924.0,31717.0,49242.0,4408.0,3531.0,3197.0
21724,22925.0,31705.0,49231.0,4349.0,3530.0,3194.0
21718,22936.0,31684.0,49225.0,4362.0,3533.0,3194.0
21718,22944.0,31651.0,49243.0,4413.0,3531.0,3193.0
21713,22953.0,31639.0,49226.0,4366.0,3531.0,3197.0
21741,22955.0,31624.0,49234.0,4382.0,3533.0,3196.0
21748,22958.0,31612.0,49234.0,4396.0,3534.0,3194.0
21748,22958.0,31593.0,49241.0,4340.0,3533.0,3196.0
21771,22972.0,31566.0,49241.0,4346.0,3533.0,3194.0
21757,22968.0,31566.0,49243.0,4355.0,3531.0,3197.0
21764,22972.0,31546.0,49264.0,4393.0,3533.0,3196.0
21764,22969.0,31532.0,49248.0,4357.0,3531.0,3193.0
21751,22987.0,31526.0,49260.0,4390.0,3531.0,3194.0
21758,22982.0,31514.0,49249.0,4381.0,3531.0,3193.0
21761,22999.0,31504.0,49229.0,4372.0,3530.0,3194.0
21761,22989.0,31471.0,49236.0,4360.0,3533.0,3196.0
21782,23015.0,31459.0,49255.0,4368.0,3531.0,3197.0
21793,23010.0,31460.0,49266.0,4401.0,3531.0,3196.0
21795,23001.0,31475.0,49246.0,4363.0,3533.0,3194.0
21795,22989.0,31528.0,49263.0,4355.0,3533.0,3193.0
21779,22978.0,31587.0,49255.0,4350.0,3534.0,3196.0
21766,22948.0,31658.0,49255.0,4348.0,3533.0,3194.0
21763,22940.0,31724.0,49234.0,4325.0,3536.0,3193.0
21763,22908.0,31892.0,49242.0,4387.0,3530.0,3196.0
21777,22859.0,31966.0,49257.0,4371.0,3531.0,3194.0
21774,22840.0,32031.0,49254.0,4349.0,3531.0,3196.0
21777,22818.0,32082.0,49264.0,4361.0,3531.0,3193.0
21777,22797.0,32122.0,49248.0,4374.0,3530.0,3194.0
21737,22792.0,32141.0,49252.0,4324.0,3534.0,3196.0
21728,22782.0,32184.0,49263.0,4378.0,3531.0,3196.0
21741,22769.0,32196.0,49254.0,4397.0,3534.0,3196.0
21741,22769.0,32205.0,49225.0,4316.0,3533.0,3194.0
21729,22765.0,32196.0,49236.0,4351.0,3533.0,3194.0
21721,22776.0,32186.0,49254.0,4367.0,3531.0,3194.0
21769,22762.0,32165.0,49234.0,4354.0,3533.0,3196.0
21769,22772.0,32156.0,49240.0,4356.0,3531.0,3197.0
21761,22789.0,32122.0,49241.0,4402.0,3534.0,3194.0
21770,22797.0,32094.0,49237.0,4333.0,3531.0,3199.0
21762,22799.0,32064.0,49251.0,4402.0,3533.0,3196.0
21762,22804.0,32007.0,49241.0,4367.0,3531.0,3200.0
21755,22824.0,31988.0,49251.0,4370.0,3533.0,3197.0
21751,22843.0,31951.0,49248.0,4399.0,3533.0,3196.0
21754,22844.0,31939.0,49248.0,4350.0,3530.0,3197.0
21754,22851.0,31926.0,49259.0,4365.0,3531.0,3197.0
21759,22858.0,31925.0,49245.0,4360.0,3533.0,3196.0
21726,22856.0,31908.0,49248.0,4367.0,3531.0,3193.0
21723,22853.0,31916.0,49257.0,4347.0,3533.0,3196.0
21723,22853.0,31925.0,49252.0,4360.0,3533.0,3196.0
21724,22848.0,31909.0,49251.0,4402.0,3531.0,3196.0
21697,22843.0,31918.0,49262.0,4337.0,3531.0,3196.0
21695,22845.0,31922.0,49267.0,4390.0,3533.0,3194.0
21695,22852.0,31930.0,49270.0,4377.0,3531.0,3196.0
21723,22857.0,31921.0,49234.0,4324.0,3531.0,3196.0
21705,22846.0,31918.0,49244.0,4348.0,3529.0,3193.0
21729,22846.0,31911.0,49264.0,4363.0,3534.0,3196.0
21729,22837.0,31902.0,49264.0,4387.0,3533.0,3197.0
21725,22843.0,31914.0,49264.0,4364.0,3533.0,3194.0
21712,22854.0,31893.0,49252.0,4337.0,3533.0,3196.0
21704,22852.0,31874.0,49269.0,4318.0,3531.0,3196.0
21704,22858.0,31853.0,49288.0,4394.0,3534.0,3196.0
21702,22859.0,31841.0,49274.0,4333.0,3531.0,3197.0
21704,22868.0,31827.0,49269.0,4341.0,3531.0,3197.0
21695,22856.0,31813.0,49276.0,4402.0,3530.0,3196.0
21695,22871.0,31792.0,49287.0,4357.0,3531.0,3194.0
21673,22874.0,31781.0,49248.0,4282.0,3531.0,3197.0
21673,22887.0,31773.0,49274.0,4362.0,3533.0,3193.0
21677,22900.0,31758.0,49245.0,4349.0,3533.0,3196.0
21677,22901.0,31721.0,49265.0,4303.0,3533.0,3196.0
21663,22912.0,31705.0,49275.0,4350.0,3531.0,3196.0
21701,22915.0,31675.0,49277.0,4352.0,3533.0,3197.0
21701,22917.0,31683.0,49267.0,4315.0,3533.0,3194.0
21701,22919.0,31668.0,49280.0,4361.0,3533.0,3196.0
21685,22921.0,31640.0,49295.0,4382.0,3530.0,3196.0
21716,22926.0,31640.0,49297.0,4379.0,3529.0,3196.0
21723,22942.0,31605.0,49290.0,4397.0,3531.0,3196.0
21723,22940.0,31584.0,49304.0,4378.0,3531.0,3193.0
21736,22953.0,31580.0,49326.0,4326.0,3531.0,3194.0
21779,22957.0,31570.0,49401.0,4334.0,3531.0,3194.0
21774,22963.0,31557.0,49435.0,4351.0,3531.0,3196.0
21774,22955.0,31538.0,49463.0,4362.0,3531.0,3197.0
21789,22959.0,31514.0,49295.0,4351.0,3534.0,3197.0
21786,22969.0,31514.0,49258.0,4364.0,3531.0,3194.0
21783,22967.0,31486.0,49232.0,4323.0,3534.0,3196.0
21783,22970.0,31480.0,49238.0,4388.0,3533.0,3196.0
21747,22966.0,31494.0,49251.0,4398.0,3533.0,3196.0
21743,22966.0,31526.0,49221.0,4349.0,3533.0,3193.0
21729,22949.0,31562.0,49235.0,4358.0,3531.0,3197.0
21729,22928.0,31711.0,49210.0,4359.0,3531.0,3196.0
21768,22887.0,31804.0,49238.0,4356.0,3531.0,3197.0
21739,22860.0,31873.0,49228.0,4344.0,3534.0,3194.0
21758,22841.0,31964.0,49236.0,4388.0,3534.0,3196.0
21758,22817.0,32029.0,49212.0,4321.0,3533.0,3193.0
21755,22779.0,32099.0,49222.0,4362.0,3531.0,3196.0
21754,22768.0,32148.0,49234.0,4379.0,3531.0,3197.0
21744,22745.0,32204.0,49220.0,4321.0,3533.0,3194.0
21744,22743.0,32244.0,49225.0,4350.0,3531.0,3196.0
21744,22730.0,32254.0,49209.0,4363.0,3529.0,3194.0
21740,22722.0,32259.0,49228.0,4311.0,3531.0,3196.0
21692,22718.0,32260.0,49245.0,4370.0,3531.0,3196.0
21692,22724.0,32242.0,49225.0,4343.0,3533.0,3194.0
21721,22725.0,32227.0,49213.0,4343.0,3530.0,3194.0
21703,22731.0,32218.0,49226.0,4398.0,3531.0,3194.0
