0.972
0.981
1.006
1.047
1.105
1.177
1.262
1.359
1.462
1.569
1.676
1.777
1.871
1.951
2.017
2.066
2.096
2.107
2.099
2.075
2.037
1.986
1.926
1.861
1.793
1.726
1.662
1.604
1.554
1.512
1.479
1.455
1.44
1.433
1.431
1.434
1.438
1.443
1.446
1.445
1.44
1.429
1.412
1.388
1.359
1.325
1.287
1.247
1.206
1.165
1.125
1.089
1.058
1.033
1.015
1.007
