PData,SData,TData,BData,EData,PCData,SCData,TCData,BCData,WData,WCData,YData,YCData
14509.0,19400,2894.0,32008,,,,,,,,64712.0,47488.0
14503.0,19400,2897.0,31976,,,,,,,,64713.0,47488.0
14500.0,19384,2897.0,31992,,,,,,,,64715.0,47489.0
14496.0,19352,2898.0,31968,,,,,,,,64718.0,47488.0
14488.0,19360,2895.0,31976,,,,,,,,64713.0,47489.0
14485.0,19328,2898.0,32000,,,,,,,,64713.0,47490.0
14477.0,19296,2897.0,31984,,,,,,,,64716.0,47487.0
14487.0,19288,2895.0,31952,,,,,,,,64713.0,47488.0
14478.0,19248,2897.0,31960,,,,,,,,64713.0,47488.0
14509.0,19216,2897.0,31928,,,,,,,,64713.0,47489.0
14524.0,19176,2898.0,31928,,,,,,,,64713.0,47489.0
14527.0,19184,2895.0,31968,,,,,,,,64715.0,47487.0
14486.0,19184,2897.0,31944,,,,,,,,64715.0,47488.0
14486.0,19168,2897.0,31928,,,,,,,,64717.0,47489.0
14491.0,19192,2897.0,31928,,,,,,,,64715.0,47488.0
14494.0,19208,2897.0,31928,,,,,,,,64717.0,47489.0
14490.0,19176,2897.0,31936,,,,,,,,64714.0,47491.0
14498.0,19232,2894.0,31928,,,,,,,,64716.0,47490.0
14505.0,19192,2897.0,31928,,,,,,,,64718.0,47487.0
14493.0,19216,2897.0,31936,,,,,,,,64718.0,47490.0
14494.0,19208,2897.0,31944,,,,,,,,64717.0,47489.0
14485.0,19208,2897.0,31952,,,,,,,,64719.0,47490.0
14496.0,19176,2899.0,31952,,,,,,,,64714.0,47489.0
14496.0,19200,2898.0,31944,,,,,,,,64720.0,47489.0
14496.0,19160,2897.0,31936,,,,,,,,64718.0,47490.0
14506.0,19200,2897.0,31928,,,,,,,,64717.0,47487.0
14499.0,19120,2895.0,31912,,,,,,,,64718.0,47489.0
14504.0,19088,2897.0,31920,,,,,,,,64717.0,47488.0
14488.0,19096,2897.0,31912,,,,,,,,64716.0,47489.0
14525.0,19064,2897.0,31888,,,,,,,,64718.0,47488.0
14521.0,19032,2898.0,31888,,,,,,,,64717.0,47489.0
14521.0,19032,2897.0,31880,,,,,,,,64718.0,47487.0
14517.0,18984,2895.0,31904,,,,,,,,64718.0,47488.0
14479.0,18984,2897.0,31872,,,,,,,,64719.0,47488.0
14500.0,18936,2897.0,31896,,,,,,,,64712.0,47487.0
14500.0,18920,2897.0,31856,,,,,,,,64718.0,47486.0
14492.0,18896,2895.0,31856,,,,,,,,64715.0,47487.0
14496.0,18896,2898.0,31856,,,,,,,,64718.0,47488.0
14491.0,18832,2897.0,31848,,,,,,,,64717.0,47487.0
14505.0,18848,2897.0,31824,,,,,,,,64718.0,47487.0
14517.0,18824,2897.0,31792,,,,,,,,64715.0,47486.0
14502.0,18792,2897.0,31816,,,,,,,,64718.0,47487.0
14503.0,18752,2897.0,31816,,,,,,,,64715.0,47487.0
14408.0,18744,2895.0,31800,,,,,,,,64718.0,47486.0
14477.0,18752,2899.0,31792,,,,,,,,64718.0,47486.0
14480.0,18688,2899.0,31792,,,,,,,,64718.0,47488.0
14476.0,18696,2897.0,31792,,,,,,,,64717.0,47485.0
14487.0,18688,2898.0,31784,,,,,,,,64718.0,47486.0
14475.0,18640,2897.0,31760,,,,,,,,64718.0,47488.0
14507.0,18656,2897.0,31768,,,,,,,,64718.0,47486.0
14507.0,18632,2895.0,31768,,,,,,,,64713.0,47485.0
14516.0,18608,2898.0,31744,,,,,,,,64717.0,47483.0
14516.0,18624,2898.0,31776,,,,,,,,64718.0,47483.0
14476.0,18560,2895.0,31752,,,,,,,,64717.0,47485.0
14475.0,18544,2897.0,31736,,,,,,,,64718.0,47483.0
14488.0,18560,2895.0,31736,,,,,,,,64719.0,47486.0
14480.0,18536,2897.0,31752,,,,,,,,64717.0,47485.0
14488.0,18520,2898.0,31728,,,,,,,,64717.0,47485.0
14481.0,18512,2898.0,31744,,,,,,,,64717.0,47484.0
14469.0,18512,2898.0,31744,,,,,,,,64719.0,47484.0
14511.0,18504,2897.0,31768,,,,,,,,64715.0,47484.0
14512.0,18512,2898.0,31736,,,,,,,,64717.0,47484.0
14502.0,18496,2898.0,31712,,,,,,,,64719.0,47484.0
14483.0,18432,2897.0,31728,,,,,,,,64720.0,47484.0
14471.0,18440,2897.0,31704,,,,,,,,64717.0,47484.0
14490.0,18424,2895.0,31712,,,,,,,,64719.0,47484.0
14480.0,18376,2895.0,31704,,,,,,,,64720.0,47484.0
14487.0,18368,2895.0,31696,,,,,,,,64720.0,47484.0
14483.0,18328,2897.0,31680,,,,,,,,64719.0,47483.0
14524.0,18328,2898.0,31680,,,,,,,,64718.0,47484.0
14521.0,18352,2897.0,31680,,,,,,,,64717.0,47483.0
14520.0,18296,2897.0,31672,,,,,,,,64720.0,47483.0
14525.0,18272,2898.0,31656,,,,,,,,64716.0,47483.0
14519.0,18264,2895.0,31648,,,,,,,,64718.0,47484.0
14483.0,18240,2897.0,31656,,,,,,,,64719.0,47483.0
14501.0,18200,2897.0,31632,,,,,,,,64721.0,47483.0
14499.0,18216,2897.0,31640,,,,,,,,64718.0,47484.0
14495.0,18200,2897.0,31632,,,,,,,,64722.0,47486.0
14499.0,18152,2895.0,31632,,,,,,,,64719.0,47484.0
14493.0,18168,2895.0,31632,,,,,,,,64721.0,47484.0
14524.0,18144,2897.0,31632,,,,,,,,64719.0,47484.0
14520.0,18192,2898.0,31600,,,,,,,,64718.0,47484.0
14520.0,18192,2898.0,31656,,,,,,,,64719.0,47484.0
14502.0,18296,2897.0,31664,,,,,,,,64722.0,47484.0
14497.0,18416,2897.0,31720,,,,,,,,64719.0,47484.0
14500.0,18536,2898.0,31776,,,,,,,,64719.0,47484.0
14488.0,18696,2898.0,31832,,,,,,,,64720.0,47483.0
14500.0,18856,2895.0,31856,,,,,,,,64724.0,47482.0
14499.0,18976,2898.0,31888,,,,,,,,64718.0,47483.0
14517.0,19136,2895.0,31936,,,,,,,,64719.0,47484.0
14521.0,19208,2895.0,31944,,,,,,,,64723.0,47483.0
14520.0,19336,2897.0,32008,,,,,,,,64722.0,47483.0
14524.0,19408,2895.0,32048,,,,,,,,64722.0,47483.0
14524.0,19416,2898.0,32032,,,,,,,,64722.0,47485.0
14483.0,19432,2898.0,32040,,,,,,,,64721.0,47482.0
14490.0,19464,2895.0,32064,,,,,,,,64721.0,47482.0
14487.0,19424,2897.0,32040,,,,,,,,64719.0,47483.0
14466.0,19440,2897.0,32032,,,,,,,,64723.0,47482.0
14473.0,19448,2895.0,32040,,,,,,,,64719.0,47483.0
14471.0,19472,2897.0,32048,,,,,,,,64719.0,47483.0
14484.0,19440,2898.0,32016,,,,,,,,64717.0,47483.0
14501.0,19384,2897.0,32024,,,,,,,,64721.0,47483.0
